monat,jahr,meldestelle_code,tarifverbund_id,angebot_gruppe,umsatz_eur
8,2025,MS-CGN-002,13,200,3362.49
1,2024,MS-DUS-004,3,120,12282.87
8,2024,MS-DTM-002,19,100,14726.21
4,2025,MS-ESS-003,3,100,10369.02
2,2024,MS-DUI-003,2,200,29209.44
4,2025,MS-DUI-006,8,100,7976.36
6,2025,MS-BRE-003,3,210,16605.83
4,2025,MS-LEJ-006,11,120,8125.43
3,2024,MS-BRE-003,8,110,16280.2
9,2024,MS-BER-002,6,120,29012.58
12,2024,MS-CGN-001,14,130,13084.11
7,2024,MS-DUS-003,18,100,9094.14
3,2024,MS-MUC-005,9,110,1013.4
10,2025,MS-LEJ-002,17,120,15415.3
11,2025,MS-DUS-003,3,210,6978.99
12,2024,MS-HAM-001,16,100,1851.1
3,2025,MS-ESS-003,13,120,19820.32
9,2024,MS-DUS-003,17,200,24813.05
10,2025,MS-HAM-001,14,210,2670.08
10,2024,MS-CGN-001,6,100,34041.79
7,2024,MS-DTM-002,17,120,24373.03
5,2025,MS-HAM-002,15,110,3256.78
2,2025,MS-HAM-001,17,210,18667.75
9,2025,MS-FRA-007,10,130,31816.05
6,2025,MS-FRA-002,9,110,10471.64
3,2025,MS-DTM-001,8,130,18103.39
8,2024,MS-HAM-001,18,110,19120.94
1,2025,MS-BER-005,9,210,808.29
4,2025,MS-FRA-002,4,210,16926.47
6,2025,MS-HAM-002,10,210,14444.77
5,2025,MS-LEJ-002,1,130,14423.08
4,2024,MS-HAM-007,10,120,15883.31
2,2024,MS-BER-007,5,110,12745.14
5,2025,MS-LEJ-005,9,200,10745.92
4,2024,MS-CGN-003,14,200,16112.71
8,2024,MS-DUI-006,8,110,32160.23
9,2025,MS-LEJ-005,9,110,17309.91
11,2024,MS-DTM-004,15,100,4314.47
10,2024,MS-DUS-004,8,130,14503.25
2,2025,MS-HAM-004,5,210,4827.21
8,2025,MS-FRA-005,3,200,18710.03
1,2025,MS-LEJ-005,5,100,12548.8
4,2025,MS-NUE-002,3,200,30086.06
7,2025,MS-NUE-005,11,120,13301.84
8,2024,MS-ESS-004,6,130,3715.53
3,2025,MS-FRA-002,2,130,21167.31
8,2024,MS-FRA-007,2,130,30381.48
12,2024,MS-BER-005,15,100,12812.37
3,2025,MS-BER-001,5,130,27983.66
11,2025,MS-DUI-005,13,100,17377.22
2,2025,MS-DUI-002,10,210,3271.72
1,2024,MS-FRA-007,4,120,11598.25
2,2024,MS-LEJ-002,4,120,8813.97
9,2024,MS-FRA-004,2,110,28394.41
8,2024,MS-DRS-005,20,130,11017.8
10,2024,MS-HAM-005,6,100,25430.19
4,2024,MS-DRS-001,4,130,29256.15
6,2024,MS-DUS-003,17,100,17147.72
2,2024,MS-DUI-006,13,120,2547.14
1,2025,MS-HAM-003,11,210,1879.55
12,2025,MS-FRA-007,17,120,24972.5
10,2025,MS-HAM-005,9,100,34822.75
12,2024,MS-DRS-005,1,120,8961.77
8,2024,MS-DUI-001,18,110,1839.46
3,2024,MS-FRA-005,4,100,2156.55
9,2024,MS-DRS-004,18,200,31978.74
12,2024,MS-NUE-006,12,130,32374.51
4,2025,MS-ESS-004,19,130,5737.81
11,2024,MS-HAM-003,6,210,7060.43
9,2025,MS-DUI-002,6,200,17163.32
7,2025,MS-DUI-001,17,200,14248.32
12,2025,MS-HAM-003,10,210,21094.96
5,2025,MS-LEJ-004,19,210,6180.12
8,2024,MS-LEJ-004,1,100,17663.93
4,2025,MS-STR-005,8,110,17557.96
5,2024,MS-NUE-001,19,100,15932.43
10,2024,MS-FRA-005,4,210,5577.22
9,2024,MS-LEJ-003,18,110,11354.89
1,2024,MS-STR-004,6,120,15049.02
5,2025,MS-FRA-003,3,110,4629.82
12,2025,MS-DUI-001,1,200,2575.16
10,2024,MS-LEJ-003,19,210,1518.68
12,2025,MS-NUE-002,5,200,16361.14
1,2024,MS-DRS-005,13,110,11965.59
3,2025,MS-HAM-007,9,200,6725.8
12,2024,MS-DUS-003,6,120,2721.1
11,2025,MS-HAJ-004,14,210,17521.13
12,2025,MS-NUE-002,7,130,7579.79
4,2024,MS-HAM-004,20,210,24117.01
4,2024,MS-NUE-002,6,210,33504.42
7,2025,MS-BER-004,20,210,7135.27
3,2024,MS-NUE-003,6,100,23283.93
6,2024,MS-ESS-002,2,130,17709.06
1,2024,MS-MUC-002,17,130,1841.99
2,2024,MS-DTM-002,10,210,14348.35
5,2025,MS-DUI-004,20,200,24964.6
10,2025,MS-BER-005,13,120,6227.64
3,2025,MS-HAM-001,10,110,34337.04
5,2024,MS-HAM-005,5,100,10074.89
6,2025,MS-LEJ-007,14,120,10041.55
8,2025,MS-DRS-002,5,100,620.9
6,2024,MS-BER-003,17,100,9484.99
5,2025,MS-CGN-001,17,120,6789.42
6,2024,MS-NUE-001,19,200,18464.12
3,2024,MS-DTM-001,6,200,9407.21
4,2025,MS-NUE-001,13,130,14206.71
1,2025,MS-HAM-003,2,130,21898.13
1,2025,MS-DUI-005,18,120,9434.21
6,2024,MS-DRS-004,20,210,12851.9
10,2024,MS-DTM-004,16,110,4204.22
9,2025,MS-DUI-004,9,100,27217.53
12,2025,MS-LEJ-005,16,210,14450.06
4,2025,MS-HAJ-006,17,120,7046.9
6,2024,MS-FRA-004,7,120,7854.91
6,2025,MS-HAJ-003,18,110,16860.85
6,2024,MS-BER-002,18,200,34921.52
1,2024,MS-CGN-003,20,200,34563.39
8,2024,MS-DRS-001,14,120,32225.29
9,2024,MS-BER-007,15,210,5523.36
6,2024,MS-NUE-002,14,130,10794.5
12,2024,MS-ESS-001,17,200,15500.27
6,2024,MS-BER-005,7,100,20102.92
11,2024,MS-STR-002,16,100,25825.67
9,2024,MS-STR-002,16,200,1816.21
3,2024,MS-HAJ-001,7,210,30994.85
8,2024,MS-DUI-002,8,120,24222.29
5,2025,MS-HAM-005,9,110,16466.84
10,2025,MS-HAJ-003,9,200,10060.56
10,2024,MS-MUC-004,5,200,20036.08
12,2025,MS-BER-005,6,130,32344.95
1,2025,MS-LEJ-006,2,130,15975.84
8,2024,MS-BER-006,8,200,7333.61
12,2025,MS-NUE-004,16,210,14838.93
2,2025,MS-FRA-001,5,110,16272.54
3,2024,MS-BER-005,7,210,2405.8
1,2025,MS-ESS-004,16,100,5131.69
7,2025,MS-BER-006,16,200,1778.77
10,2024,MS-HAJ-005,2,130,19617.06
3,2024,MS-HAM-004,13,100,33831.42
12,2025,MS-DUI-001,2,100,27848.8
7,2024,MS-ESS-001,2,100,8451.04
6,2024,MS-LEJ-002,18,110,30190.42
5,2024,MS-DRS-001,4,210,4581.9
11,2025,MS-HAM-007,7,200,12685.74
8,2024,MS-STR-005,13,200,3861.21
1,2024,MS-CGN-001,14,200,17872.46
8,2024,MS-HAM-005,12,130,27671.5
1,2025,MS-LEJ-005,20,110,34903.77
8,2025,MS-MUC-002,4,110,9038.26
8,2024,MS-STR-001,11,200,11863.72
5,2024,MS-DUS-003,20,110,34991.96
7,2025,MS-FRA-003,3,210,7480.15
9,2024,MS-LEJ-001,12,130,2112.15
8,2024,MS-LEJ-004,12,120,23276.4
2,2025,MS-DRS-001,16,130,13243.46
4,2024,MS-HAM-006,14,120,33206.44
5,2025,MS-DRS-002,2,110,15287.63
7,2024,MS-NUE-003,2,120,16906.38
4,2025,MS-LEJ-006,19,210,31609.69
9,2025,MS-HAM-001,12,120,26431.2
4,2025,MS-ESS-001,9,100,11728.57
6,2024,MS-FRA-003,17,130,8851.54
8,2025,MS-CGN-003,12,110,34671.02
12,2024,MS-NUE-005,3,210,11009.83
9,2025,MS-ESS-002,3,110,29572.62
4,2025,MS-DUI-002,1,210,18646.17
10,2025,MS-STR-004,8,210,18717.9
8,2024,MS-STR-004,2,210,5901.98
3,2025,MS-NUE-001,9,210,1594.32
4,2024,MS-ESS-004,7,110,9686.6
6,2025,MS-BRE-003,14,200,18889.92
4,2024,MS-DTM-004,3,130,14191.47
8,2025,MS-FRA-003,17,130,14046.56
4,2025,MS-DRS-003,17,200,32107.59
12,2025,MS-NUE-002,13,130,4145.96
2,2025,MS-FRA-003,6,100,21437.18
4,2024,MS-FRA-002,14,130,29293.25
3,2024,MS-DRS-005,13,130,5616.88
4,2024,MS-CGN-003,19,210,31036.31
6,2025,MS-BRE-002,17,100,19668.15
10,2024,MS-ESS-003,11,130,15874.05
8,2025,MS-LEJ-003,20,130,3976.59
2,2024,MS-LEJ-007,20,110,30323.27
10,2024,MS-NUE-001,8,210,32946.84
10,2024,MS-MUC-005,10,120,2111.88
5,2024,MS-DUI-006,13,200,17248.79
9,2024,MS-NUE-006,8,130,24264.88
3,2025,MS-CGN-002,6,130,30509.75
1,2024,MS-FRA-001,13,100,15430.26
4,2025,MS-DTM-001,8,110,21968.93
12,2024,MS-LEJ-003,9,130,1318.79
6,2024,MS-ESS-003,4,130,15540.0
3,2025,MS-NUE-001,19,210,19012.49
6,2025,MS-HAJ-004,8,100,34404.28
7,2024,MS-LEJ-007,10,210,3706.62
6,2025,MS-BER-003,16,210,32835.04
7,2025,MS-DRS-005,8,200,33668.61
8,2025,MS-LEJ-001,3,130,3582.73
6,2025,MS-CGN-003,6,120,2910.33
12,2025,MS-DUI-002,4,210,25391.09
11,2024,MS-DTM-004,7,200,29076.38
1,2025,MS-HAM-001,9,210,10512.05
9,2024,MS-MUC-001,15,130,33164.81
6,2024,MS-HAM-001,18,110,24808.43
1,2024,MS-LEJ-004,11,200,15110.75
4,2024,MS-FRA-007,16,200,5394.85
4,2025,MS-NUE-001,1,130,28447.43
10,2025,MS-HAJ-002,5,200,1588.51
7,2024,MS-DUS-001,8,210,22541.95
3,2025,MS-HAJ-005,5,110,20964.72
4,2025,MS-DUI-002,4,130,30429.17
9,2024,MS-HAJ-004,17,210,18238.21
6,2024,MS-MUC-003,16,130,17843.78
11,2025,MS-STR-003,11,120,29002.63
7,2025,MS-NUE-006,4,120,27493.58
6,2025,MS-DTM-002,5,120,23122.47
6,2025,MS-DUI-003,19,110,27823.06
11,2025,MS-STR-002,7,210,19752.22
7,2025,MS-DTM-004,16,120,19671.9
1,2025,MS-NUE-003,8,120,3850.4
9,2025,MS-FRA-005,19,110,13975.05
6,2024,MS-LEJ-001,7,130,25583.89
10,2024,MS-HAM-007,11,200,12811.32
12,2025,MS-HAM-006,14,110,16221.99
5,2025,MS-HAJ-001,9,110,20217.58
8,2025,MS-HAJ-006,19,120,22916.71
3,2025,MS-DUI-006,11,110,10296.53
8,2025,MS-CGN-002,13,200,13722.59
3,2024,MS-FRA-003,18,100,11988.3
4,2024,MS-DTM-003,1,120,6238.76
12,2025,MS-FRA-005,18,210,14171.56
6,2024,MS-MUC-002,3,200,2496.93
11,2024,MS-ESS-003,19,110,15895.08
7,2025,MS-STR-002,17,200,12487.2
9,2025,MS-ESS-002,8,210,3527.39
6,2024,MS-ESS-003,14,210,10912.53
10,2024,MS-MUC-004,16,210,16149.13
4,2024,MS-LEJ-005,18,100,31473.44
2,2024,MS-DUS-001,8,120,5026.31
3,2025,MS-DTM-002,20,110,34611.94
7,2025,MS-HAJ-006,9,210,31173.64
10,2025,MS-BER-004,2,100,13465.59
11,2024,MS-FRA-003,5,210,6884.23
10,2025,MS-NUE-004,20,110,27188.64
12,2024,MS-DTM-002,11,130,24554.07
6,2024,MS-FRA-002,17,110,22346.69
2,2025,MS-LEJ-002,10,210,13664.63
4,2025,MS-BER-001,3,200,32092.28
11,2025,MS-STR-004,1,120,15869.72
12,2025,MS-ESS-003,3,120,6334.45
7,2025,MS-LEJ-003,6,200,18323.77
6,2024,MS-FRA-007,2,110,30854.83
8,2025,MS-FRA-003,18,100,10998.63
7,2025,MS-DRS-001,16,200,22896.48
2,2024,MS-HAJ-003,7,210,27878.48
12,2025,MS-DUS-002,2,110,24298.89
2,2024,MS-BER-007,7,210,10738.54
3,2024,MS-FRA-001,11,120,21161.75
2,2025,MS-HAJ-006,18,210,32566.12
3,2025,MS-MUC-003,7,210,22325.99
12,2024,MS-BER-007,8,110,14675.95
3,2024,MS-HAJ-004,19,100,13878.49
3,2024,MS-LEJ-003,17,100,4277.59
11,2024,MS-DTM-002,19,210,25466.1
9,2024,MS-FRA-006,6,120,11593.59
11,2025,MS-DUS-004,10,120,12069.44
10,2025,MS-STR-002,12,200,8311.62
2,2025,MS-HAM-001,7,110,25828.79
9,2025,MS-NUE-003,15,200,15098.37
2,2025,MS-MUC-002,8,100,3895.67
5,2025,MS-DTM-001,10,100,30692.7
9,2025,MS-LEJ-007,17,200,32606.36
4,2025,MS-DRS-002,13,130,2899.85
5,2025,MS-HAJ-006,19,100,13947.24
8,2024,MS-DUI-006,8,100,2679.03
1,2024,MS-DTM-005,15,100,15363.74
4,2025,MS-NUE-005,3,210,18647.57
7,2025,MS-NUE-004,14,130,10823.48
8,2025,MS-DTM-005,17,130,25712.29
9,2024,MS-HAJ-001,11,120,24153.83
11,2024,MS-BRE-002,11,130,734.82
3,2024,MS-DUS-004,11,200,12419.5
8,2025,MS-MUC-002,8,100,22903.41
7,2025,MS-HAM-007,18,210,26294.64
6,2024,MS-LEJ-001,4,110,7055.84
3,2024,MS-FRA-004,3,120,2239.67
4,2024,MS-DRS-004,16,130,23415.29
12,2025,MS-DRS-004,10,130,16830.66
12,2024,MS-HAJ-005,20,130,25476.51
1,2024,MS-FRA-003,5,100,13453.68
2,2024,MS-DRS-004,15,100,24205.66
9,2024,MS-BER-007,10,210,10307.06
2,2025,MS-LEJ-002,14,100,26429.17
3,2025,MS-DUI-003,20,200,27477.65
6,2025,MS-FRA-003,10,120,17358.94
9,2025,MS-FRA-007,10,200,6710.66
8,2024,MS-DRS-005,17,200,7413.54
11,2025,MS-STR-001,7,110,7207.2
5,2024,MS-HAJ-004,19,100,27908.73
2,2024,MS-DUI-003,1,200,32770.59
11,2025,MS-LEJ-006,3,210,23340.04
8,2025,MS-FRA-003,7,110,34835.96
1,2024,MS-LEJ-005,7,210,8235.11
11,2025,MS-FRA-007,9,100,741.88
12,2025,MS-ESS-003,12,210,25381.78
1,2025,MS-HAM-007,9,120,7552.7
11,2025,MS-FRA-006,2,100,6515.93
1,2024,MS-BRE-003,15,110,17043.19
6,2025,MS-LEJ-001,12,100,26705.74
12,2025,MS-LEJ-004,6,110,31411.14
11,2024,MS-FRA-003,13,200,21232.95
8,2025,MS-ESS-002,8,200,2017.45
10,2024,MS-DUI-001,19,100,25366.89
11,2024,MS-BER-003,5,200,30126.57
2,2024,MS-STR-001,6,210,14442.95
2,2024,MS-HAM-007,13,130,5315.06
8,2024,MS-NUE-006,8,210,2655.59
11,2024,MS-ESS-003,11,120,1582.8
2,2025,MS-STR-003,2,200,11776.79
1,2025,MS-BER-007,4,210,30915.61
12,2025,MS-NUE-006,6,100,24474.46
8,2024,MS-CGN-002,15,200,32302.38
11,2024,MS-HAJ-004,12,110,12290.24
7,2025,MS-FRA-004,2,210,18771.66
5,2025,MS-BRE-002,19,130,6856.61
4,2025,MS-DUS-002,4,110,9626.32
6,2024,MS-ESS-003,10,200,12738.58
3,2025,MS-NUE-004,20,110,3659.7
3,2025,MS-MUC-003,8,120,1569.86
10,2025,MS-ESS-004,15,110,15159.01
11,2024,MS-DRS-002,11,200,20171.96
3,2024,MS-DUS-001,13,130,19527.86
8,2025,MS-LEJ-002,3,110,14530.42
4,2025,MS-LEJ-006,19,210,14593.57
1,2025,MS-FRA-004,11,130,26815.47
5,2025,MS-MUC-004,20,100,5309.06
1,2024,MS-DUS-004,7,100,3306.12
1,2024,MS-HAM-005,5,100,27819.48
6,2025,MS-BER-006,2,100,16832.15
3,2024,MS-DTM-004,14,130,22988.99
2,2025,MS-HAJ-006,16,120,5744.12
12,2025,MS-NUE-003,18,100,13595.83
7,2024,MS-HAJ-005,11,200,820.71
12,2025,MS-DUI-003,18,120,8655.09
11,2025,MS-DUI-002,12,200,29980.98
9,2025,MS-CGN-003,8,110,28939.93
2,2025,MS-HAM-005,9,130,4837.72
8,2025,MS-MUC-005,1,200,23746.98
11,2025,MS-DUI-002,10,200,28020.46
6,2025,MS-FRA-003,18,100,1006.36
7,2025,MS-HAM-005,6,200,27784.04
5,2025,MS-MUC-002,8,110,30530.72
10,2024,MS-LEJ-004,7,210,27355.25
10,2025,MS-CGN-001,3,110,21808.62
7,2024,MS-BER-002,8,200,21040.0
6,2024,MS-CGN-003,4,120,34773.38
12,2025,MS-DRS-004,10,100,21612.28
10,2024,MS-HAM-004,11,110,27923.77
2,2025,MS-DUI-005,3,200,27911.35
9,2025,MS-DRS-002,11,200,5067.21
4,2025,MS-DTM-005,14,110,7561.73
2,2025,MS-BER-005,1,110,16673.35
4,2024,MS-MUC-002,10,120,26360.47
12,2025,MS-MUC-001,2,210,34988.1
1,2024,MS-DUI-003,1,100,30651.37
11,2024,MS-BRE-003,2,210,26298.99
11,2025,MS-MUC-002,16,110,25263.31
9,2024,MS-HAJ-005,7,110,5020.42
8,2024,MS-DUS-004,14,100,6433.29
8,2024,MS-BER-007,15,110,3010.27
2,2025,MS-DRS-005,11,210,16583.96
9,2024,MS-FRA-006,15,200,30411.15
6,2025,MS-LEJ-002,13,110,24694.64
4,2025,MS-DRS-001,7,110,30619.86
5,2025,MS-DRS-003,5,210,10108.34
9,2024,MS-DUI-003,3,120,22009.89
1,2024,MS-NUE-004,11,130,26246.81
2,2025,MS-DTM-005,12,120,27981.0
2,2025,MS-STR-002,11,210,25688.43
1,2024,MS-DRS-002,13,130,17305.79
9,2025,MS-STR-004,5,130,11841.41
11,2025,MS-LEJ-003,13,210,4898.98
5,2025,MS-DUI-003,13,110,34759.57
9,2025,MS-DRS-004,13,100,27152.36
1,2025,MS-ESS-002,16,100,18604.7
1,2024,MS-DUI-001,3,110,10954.25
5,2024,MS-MUC-005,19,130,14985.11
2,2024,MS-CGN-001,4,200,22568.17
2,2025,MS-HAJ-006,5,100,26062.7
5,2025,MS-MUC-005,2,100,2272.15
10,2024,MS-NUE-001,15,210,23743.32
10,2025,MS-BRE-003,6,200,28097.84
8,2025,MS-HAJ-006,4,210,28118.75
2,2024,MS-BER-001,8,120,9061.39
5,2024,MS-HAJ-006,9,130,14631.82
12,2025,MS-FRA-003,20,130,4793.46
5,2025,MS-HAJ-001,20,210,21729.21
5,2025,MS-MUC-005,5,110,30754.01
3,2024,MS-NUE-005,4,110,22170.34
11,2024,MS-HAM-001,6,110,20462.21
5,2024,MS-NUE-005,14,130,8613.65
2,2024,MS-BER-006,13,100,945.64
3,2025,MS-HAM-005,12,200,34780.56
9,2025,MS-BER-005,11,200,15508.85
11,2024,MS-DUI-005,11,130,8803.98
11,2024,MS-HAJ-003,14,120,4194.33
5,2024,MS-NUE-001,13,200,26529.87
10,2024,MS-BER-007,14,120,34835.43
9,2024,MS-FRA-002,4,100,32746.0
10,2025,MS-MUC-002,13,100,7186.22
8,2025,MS-BER-002,11,200,31513.23
12,2025,MS-NUE-003,6,210,27471.74
10,2024,MS-HAJ-005,9,130,19489.87
1,2025,MS-HAM-007,14,200,8313.73
4,2024,MS-BRE-002,4,120,20006.72
3,2025,MS-BRE-002,14,210,22863.53
2,2025,MS-LEJ-006,5,210,29461.73
3,2025,MS-LEJ-002,14,210,12794.12
7,2024,MS-LEJ-001,15,120,28009.25
9,2025,MS-BER-003,5,200,22604.38
1,2025,MS-MUC-004,4,100,3344.64
4,2024,MS-DRS-003,2,110,31495.7
10,2025,MS-HAM-007,20,100,13101.07
7,2024,MS-ESS-001,6,210,22564.11
12,2024,MS-FRA-005,14,120,24065.97
12,2024,MS-STR-005,7,200,34678.2
4,2025,MS-DTM-005,14,210,19198.22
12,2025,MS-BER-003,2,130,26877.74
12,2025,MS-NUE-001,13,100,12109.3
4,2025,MS-ESS-001,18,210,24193.32
10,2025,MS-HAM-002,17,200,22412.12
4,2025,MS-BRE-002,16,120,24315.35
1,2024,MS-LEJ-003,14,110,6244.71
2,2025,MS-CGN-001,4,100,6210.94
11,2024,MS-HAJ-001,10,110,24786.85
1,2024,MS-ESS-001,14,200,24822.28
8,2024,MS-HAM-007,13,120,13257.05
2,2025,MS-HAM-006,6,120,2939.54
12,2024,MS-HAJ-005,9,100,22762.65
1,2025,MS-FRA-002,5,130,34313.54
11,2024,MS-HAM-007,4,130,20322.41
4,2024,MS-ESS-004,20,210,25001.91
11,2024,MS-CGN-003,2,200,2433.8
3,2024,MS-DUS-002,2,210,1458.09
11,2024,MS-HAM-007,5,100,18387.3
9,2025,MS-DTM-004,10,210,6498.74
3,2024,MS-BER-003,19,120,11701.47
5,2025,MS-BRE-001,7,200,20069.87
5,2024,MS-STR-002,8,100,23712.06
1,2024,MS-DRS-002,15,200,13213.7
6,2025,MS-STR-003,5,210,1788.68
4,2024,MS-DTM-001,4,200,6165.21
2,2025,MS-FRA-003,8,200,16159.23
6,2025,MS-BER-005,6,100,31545.22
4,2025,MS-HAM-007,3,120,20078.86
10,2025,MS-DRS-004,18,210,15525.47
5,2025,MS-FRA-004,20,100,7862.77
2,2025,MS-DUS-003,12,120,2419.59
6,2024,MS-DUS-002,1,200,32701.31
6,2025,MS-HAM-003,5,200,3757.44
9,2025,MS-DRS-004,2,200,12226.48
4,2025,MS-LEJ-002,6,130,9914.21
6,2024,MS-NUE-004,11,110,20384.63
6,2024,MS-BER-004,5,200,20408.08
11,2024,MS-ESS-001,11,130,29638.42
5,2025,MS-DRS-001,14,120,33367.71
9,2025,MS-FRA-005,18,120,7466.65
8,2025,MS-BRE-001,3,100,11214.69
4,2025,MS-HAJ-004,8,110,13335.99
9,2025,MS-NUE-005,16,210,23130.37
11,2025,MS-STR-004,14,200,23588.61
2,2025,MS-DRS-001,9,200,763.05
6,2025,MS-CGN-002,20,200,716.06
8,2024,MS-DUI-006,14,210,12996.95
2,2024,MS-BRE-003,1,200,4459.72
8,2025,MS-NUE-002,14,210,29811.98
10,2025,MS-LEJ-004,10,210,13582.66
9,2025,MS-HAJ-004,20,210,10927.76
2,2024,MS-DTM-002,16,120,19086.85
1,2025,MS-STR-004,1,200,27030.97
7,2024,MS-DUS-002,7,130,21783.48
3,2024,MS-LEJ-001,17,120,27324.88
6,2024,MS-HAM-002,14,100,5466.74
5,2025,MS-BER-004,3,130,21452.4
6,2025,MS-NUE-005,17,210,26028.97
5,2024,MS-FRA-003,16,100,6390.17
1,2024,MS-ESS-002,6,200,31802.44
10,2025,MS-LEJ-006,8,110,2544.02
8,2024,MS-STR-005,4,130,6547.92
2,2025,MS-STR-004,16,130,19478.86
1,2025,MS-FRA-002,2,100,12787.5
3,2024,MS-HAJ-005,16,100,10619.06
3,2024,MS-BER-003,1,110,25822.11
7,2024,MS-FRA-005,13,110,31736.23
2,2025,MS-HAJ-005,9,130,15554.66
7,2024,MS-DUI-003,8,130,4031.76
2,2024,MS-NUE-003,8,120,27610.09
9,2024,MS-DUS-002,4,110,15664.93
1,2024,MS-LEJ-007,7,200,34296.85
6,2024,MS-MUC-002,17,100,24957.52
10,2025,MS-BRE-002,7,130,17080.0
8,2024,MS-BER-007,1,210,6526.38
1,2024,MS-ESS-001,18,100,20645.48
7,2024,MS-CGN-002,14,130,26451.25
9,2025,MS-BER-005,10,110,19294.67
4,2024,MS-NUE-001,18,210,13224.75
7,2024,MS-DRS-004,3,130,13941.29
5,2024,MS-DRS-004,8,200,8894.51
11,2024,MS-HAM-007,10,210,2806.2
11,2024,MS-STR-005,15,100,18239.76
1,2024,MS-STR-001,4,100,4147.67
8,2024,MS-STR-005,16,100,23301.87
1,2025,MS-DUI-004,17,120,22319.92
8,2025,MS-BER-006,13,210,6902.91
5,2025,MS-STR-004,13,210,32050.16
10,2025,MS-DRS-003,13,100,19304.61
11,2025,MS-DUS-004,8,200,31322.21
3,2025,MS-ESS-003,2,110,26840.5
6,2025,MS-HAM-005,18,210,26629.88
4,2025,MS-HAJ-004,3,210,6656.7
9,2024,MS-FRA-004,3,100,9828.26
1,2024,MS-DUI-003,12,130,18792.73
12,2025,MS-HAM-005,20,200,16673.3
12,2025,MS-STR-002,2,210,34792.27
8,2024,MS-MUC-004,3,120,12534.69
10,2024,MS-BRE-002,17,210,1437.68
7,2024,MS-NUE-004,5,100,19145.66
5,2025,MS-BER-005,13,210,30636.34
12,2024,MS-CGN-003,2,130,9058.37
11,2025,MS-LEJ-001,13,110,1802.79
10,2024,MS-STR-004,19,120,29348.52
4,2024,MS-HAM-003,20,200,28447.75
11,2025,MS-HAJ-006,10,130,30924.38
12,2024,MS-DRS-004,3,210,17583.47
11,2024,MS-FRA-002,3,120,14436.54
2,2024,MS-FRA-005,19,200,9302.83
7,2025,MS-ESS-001,20,200,10109.35
7,2025,MS-CGN-002,3,210,22101.16
3,2025,MS-BER-004,14,200,4649.82
12,2024,MS-LEJ-007,19,130,4069.53
4,2025,MS-DUS-003,8,120,27548.23
12,2024,MS-HAM-005,1,210,4813.3
5,2024,MS-BRE-003,15,210,2218.39
12,2025,MS-MUC-004,19,100,27997.51
9,2024,MS-NUE-002,4,210,7972.26
8,2024,MS-MUC-004,19,200,19278.47
7,2025,MS-STR-003,6,110,31717.51
1,2024,MS-HAJ-006,3,210,10114.65
1,2025,MS-DUI-003,7,100,14740.12
9,2025,MS-FRA-001,16,110,23460.31
9,2025,MS-DUS-003,13,110,10582.74
8,2024,MS-DRS-004,3,120,27235.93
6,2024,MS-DTM-001,13,210,29710.42
4,2024,MS-BER-007,16,110,16760.7
2,2024,MS-MUC-004,11,130,20119.05
7,2025,MS-HAM-006,10,130,31312.03
7,2025,MS-MUC-001,9,110,34356.18
7,2025,MS-HAM-001,11,110,6997.02
12,2024,MS-BER-002,7,110,25350.4
1,2024,MS-DUI-003,18,200,27614.98
10,2024,MS-LEJ-005,4,120,17259.51
4,2025,MS-STR-005,5,200,18723.4
9,2024,MS-DTM-002,13,210,24064.62
1,2024,MS-MUC-001,2,130,4841.8
2,2025,MS-HAM-004,14,120,34522.95
9,2025,MS-DUI-004,18,110,8298.86
4,2025,MS-FRA-002,1,110,12860.69
4,2025,MS-DUI-005,14,120,26380.43
1,2025,MS-FRA-001,15,200,14703.57
11,2025,MS-LEJ-007,2,130,10025.45
9,2025,MS-HAJ-005,3,210,3122.25
7,2025,MS-NUE-005,17,120,3570.31
6,2025,MS-FRA-004,17,200,8396.82
11,2024,MS-HAJ-001,11,210,2446.93
12,2024,MS-DUI-001,11,130,22302.52
9,2025,MS-NUE-001,1,210,3074.56
10,2024,MS-DUS-002,7,120,20987.01
2,2025,MS-STR-001,9,120,8841.75
6,2024,MS-DUI-003,7,210,29300.54
6,2025,MS-STR-001,12,200,9537.01
5,2025,MS-DTM-003,16,120,6799.66
12,2025,MS-CGN-002,4,210,22297.95
9,2024,MS-DRS-005,20,130,748.31
5,2024,MS-MUC-001,11,120,22656.83
1,2024,MS-MUC-001,20,100,24549.44
5,2025,MS-BRE-002,8,100,6855.41
9,2024,MS-STR-003,8,210,34733.49
12,2024,MS-DUI-005,2,210,14136.01
10,2024,MS-DTM-003,4,110,32421.15
11,2025,MS-DUI-005,1,200,6639.31
9,2024,MS-DUI-004,2,100,23497.33
4,2024,MS-MUC-003,12,110,3043.09
3,2024,MS-DUI-002,2,210,9326.1
8,2024,MS-BER-002,1,110,24386.0
9,2024,MS-ESS-003,3,110,30180.74
11,2025,MS-BER-004,12,110,29884.27
5,2024,MS-LEJ-005,11,200,11553.76
12,2025,MS-BER-004,6,120,8543.49
1,2025,MS-DTM-002,4,100,28801.33
8,2024,MS-STR-004,2,200,15266.91
1,2024,MS-DUS-004,11,100,5270.93
12,2025,MS-BRE-001,9,200,34457.57
5,2025,MS-FRA-007,16,210,13743.13
1,2024,MS-DUI-001,5,120,27319.88
5,2025,MS-LEJ-001,6,200,28376.12
5,2024,MS-HAJ-005,17,100,23326.57
