jahr,monat,tarifverbund_id,angebot_gruppe,bundesland_code2,anteil
2025,8,1,130,3,0.2591
2025,8,1,130,11,0.4142
2025,8,1,130,9,0.3267
2024,11,18,130,1,0.5186
2024,11,18,130,7,0.1289
2024,11,18,130,11,0.1564
2024,11,18,130,14,0.1961
2024,5,16,200,14,0.7375
2024,5,16,200,10,0.0182
2024,5,16,200,4,0.1956
2024,5,16,200,2,0.0487
2024,7,16,210,7,0.2588
2024,7,16,210,1,0.1863
2024,7,16,210,3,0.1212
2024,7,16,210,13,0.0743
2024,7,16,210,5,0.2303
2024,7,16,210,14,0.1291
2024,12,13,100,16,0.1783
2024,12,13,100,13,0.0154
2024,12,13,100,12,0.5003
2024,12,13,100,11,0.306
2025,1,5,110,3,0.1915
2025,1,5,110,13,0.1441
2025,1,5,110,11,0.1929
2025,1,5,110,15,0.0543
2025,1,5,110,5,0.153
2025,1,5,110,12,0.1153
2025,1,5,110,7,0.1047
2025,1,5,110,6,0.0442
2025,7,5,210,10,0.0919
2025,7,5,210,5,0.1035
2025,7,5,210,6,0.1325
2025,7,5,210,4,0.1294
2025,7,5,210,15,0.1985
2025,7,5,210,14,0.0854
2025,7,5,210,2,0.2109
2025,7,5,210,12,0.0479
2024,3,13,200,9,0.1103
2024,3,13,200,16,0.159
2024,3,13,200,4,0.106
2024,3,13,200,13,0.1439
2024,3,13,200,5,0.1401
2024,3,13,200,15,0.0363
2024,3,13,200,14,0.1647
2024,3,13,200,6,0.1397
2024,12,5,200,11,0.0913
2024,12,5,200,4,0.1179
2024,12,5,200,3,0.2314
2024,12,5,200,1,0.2256
2024,12,5,200,16,0.0728
2024,12,5,200,8,0.0398
2024,12,5,200,12,0.2212
2025,6,17,120,7,0.0781
2025,6,17,120,11,0.3127
2025,6,17,120,14,0.138
2025,6,17,120,15,0.1914
2025,6,17,120,5,0.1081
2025,6,17,120,12,0.1717
2024,9,16,110,1,0.2019
2024,9,16,110,13,0.0377
2024,9,16,110,12,0.6295
2024,9,16,110,15,0.0202
2024,9,16,110,5,0.1107
2024,1,12,120,13,0.0254
2024,1,12,120,8,0.0981
2024,1,12,120,3,0.0857
2024,1,12,120,12,0.4905
2024,1,12,120,1,0.3003
2024,1,3,120,2,0.0837
2024,1,3,120,12,0.2717
2024,1,3,120,8,0.3338
2024,1,3,120,14,0.3108
2025,12,6,210,11,0.0917
2025,12,6,210,5,0.3515
2025,12,6,210,16,0.0241
2025,12,6,210,13,0.0523
2025,12,6,210,6,0.2124
2025,12,6,210,14,0.1334
2025,12,6,210,1,0.1346
2025,3,7,130,5,0.1771
2025,3,7,130,12,0.258
2025,3,7,130,15,0.0253
2025,3,7,130,11,0.0564
2025,3,7,130,1,0.061
2025,3,7,130,16,0.0174
2025,3,7,130,6,0.2444
2025,3,7,130,14,0.1604
2025,11,5,200,8,0.0231
2025,11,5,200,14,0.2102
2025,11,5,200,4,0.2639
2025,11,5,200,13,0.0325
2025,11,5,200,16,0.0696
2025,11,5,200,10,0.1027
2025,11,5,200,6,0.0085
2025,11,5,200,15,0.2895
2025,11,16,200,13,0.3936
2025,11,16,200,6,0.0718
2025,11,16,200,3,0.2091
2025,11,16,200,8,0.3255
2024,7,10,130,12,0.2491
2024,7,10,130,2,0.2359
2024,7,10,130,16,0.2514
2024,7,10,130,1,0.2636
2025,2,2,120,12,0.1654
2025,2,2,120,6,0.1708
2025,2,2,120,5,0.1297
2025,2,2,120,15,0.1212
2025,2,2,120,2,0.0672
2025,2,2,120,14,0.0163
2025,2,2,120,7,0.138
2025,2,2,120,1,0.1914
2025,1,5,130,12,0.215
2025,1,5,130,6,0.2181
2025,1,5,130,13,0.2884
2025,1,5,130,11,0.1305
2025,1,5,130,4,0.148
2025,4,2,110,4,0.1145
2025,4,2,110,7,0.2963
2025,4,2,110,8,0.0417
2025,4,2,110,16,0.0258
2025,4,2,110,13,0.0943
2025,4,2,110,14,0.1413
2025,4,2,110,5,0.2861
2024,4,3,200,6,0.1151
2024,4,3,200,13,0.1179
2024,4,3,200,7,0.1147
2024,4,3,200,5,0.1758
2024,4,3,200,2,0.0992
2024,4,3,200,3,0.0358
2024,4,3,200,14,0.1322
2024,4,3,200,1,0.2093
2025,12,1,120,8,0.2824
2025,12,1,120,2,0.0839
2025,12,1,120,10,0.221
2025,12,1,120,7,0.1201
2025,12,1,120,4,0.0264
2025,12,1,120,1,0.2662
2025,4,18,110,10,0.3159
2025,4,18,110,6,0.3198
2025,4,18,110,1,0.3643
2024,4,7,200,5,0.0479
2024,4,7,200,15,0.169
2024,4,7,200,14,0.1993
2024,4,7,200,3,0.2002
2024,4,7,200,11,0.0453
2024,4,7,200,7,0.1643
2024,4,7,200,8,0.174
2024,11,19,120,2,0.1847
2024,11,19,120,5,0.0163
2024,11,19,120,9,0.105
2024,11,19,120,6,0.2319
2024,11,19,120,16,0.1139
2024,11,19,120,11,0.1041
2024,11,19,120,15,0.2441
2024,11,16,200,6,0.0669
2024,11,16,200,13,0.1595
2024,11,16,200,12,0.2944
2024,11,16,200,4,0.4792
2024,7,12,110,13,0.0424
2024,7,12,110,8,0.1272
2024,7,12,110,3,0.2268
2024,7,12,110,10,0.2875
2024,7,12,110,16,0.2415
2024,7,12,110,2,0.0746
2025,9,9,100,7,0.1653
2025,9,9,100,11,0.587
2025,9,9,100,5,0.2477
2024,12,4,120,2,0.4064
2024,12,4,120,11,0.3156
2024,12,4,120,15,0.278
2025,6,16,210,4,0.1649
2025,6,16,210,11,0.2763
2025,6,16,210,15,0.0464
2025,6,16,210,2,0.2722
2025,6,16,210,6,0.1891
2025,6,16,210,1,0.0511
2025,7,9,130,3,0.1787
2025,7,9,130,15,0.2953
2025,7,9,130,8,0.0496
2025,7,9,130,4,0.2155
2025,7,9,130,16,0.2609
2025,1,18,130,16,0.0884
2025,1,18,130,4,0.2039
2025,1,18,130,14,0.0272
2025,1,18,130,10,0.1159
2025,1,18,130,3,0.0783
2025,1,18,130,12,0.1656
2025,1,18,130,2,0.2797
2025,1,18,130,9,0.041
2025,3,6,100,12,0.5319
2025,3,6,100,3,0.4671
2025,3,6,100,10,0.001
2024,5,12,130,10,0.287
2024,5,12,130,6,0.0188
2024,5,12,130,14,0.0911
2024,5,12,130,16,0.017
2024,5,12,130,12,0.2688
2024,5,12,130,13,0.059
2024,5,12,130,2,0.0435
2024,5,12,130,15,0.2148
2025,5,20,200,8,0.1653
2025,5,20,200,9,0.228
2025,5,20,200,16,0.044
2025,5,20,200,15,0.0819
2025,5,20,200,10,0.1035
2025,5,20,200,1,0.1971
2025,5,20,200,4,0.0122
2025,5,20,200,5,0.168
2025,9,8,100,9,0.4238
2025,9,8,100,1,0.428
2025,9,8,100,10,0.1482
2025,9,5,110,15,0.0593
2025,9,5,110,11,0.1048
2025,9,5,110,6,0.1249
2025,9,5,110,5,0.011
2025,9,5,110,16,0.2198
2025,9,5,110,2,0.2053
2025,9,5,110,9,0.1645
2025,9,5,110,3,0.1104
2024,11,19,110,2,0.3741
2024,11,19,110,14,0.2908
2024,11,19,110,13,0.3351
2025,5,4,120,4,0.4016
2025,5,4,120,9,0.0073
2025,5,4,120,5,0.5911
2025,1,11,130,6,0.1887
2025,1,11,130,16,0.0212
2025,1,11,130,13,0.2073
2025,1,11,130,4,0.1066
2025,1,11,130,3,0.0335
2025,1,11,130,1,0.2149
2025,1,11,130,9,0.1133
2025,1,11,130,14,0.1145
2024,11,14,210,8,0.3374
2024,11,14,210,9,0.3392
2024,11,14,210,10,0.3234
2025,3,2,110,16,0.255
2025,3,2,110,4,0.1319
2025,3,2,110,12,0.2093
2025,3,2,110,7,0.2076
2025,3,2,110,10,0.0199
2025,3,2,110,1,0.01
2025,3,2,110,8,0.0557
2025,3,2,110,9,0.1106
2025,7,14,200,4,0.0669
2025,7,14,200,13,0.1558
2025,7,14,200,1,0.2421
2025,7,14,200,8,0.0077
2025,7,14,200,14,0.1818
2025,7,14,200,15,0.1481
2025,7,14,200,2,0.1686
2025,7,14,200,7,0.029
2025,4,17,120,15,0.047
2025,4,17,120,1,0.0638
2025,4,17,120,9,0.4526
2025,4,17,120,6,0.4366
2024,5,14,200,9,0.1652
2024,5,14,200,13,0.1858
2024,5,14,200,11,0.2424
2024,5,14,200,5,0.1352
2024,5,14,200,6,0.1531
2024,5,14,200,15,0.0452
2024,5,14,200,12,0.0731
2025,2,9,200,16,0.1897
2025,2,9,200,2,0.1611
2025,2,9,200,4,0.1582
2025,2,9,200,8,0.1172
2025,2,9,200,13,0.1756
2025,2,9,200,11,0.1982
2025,10,10,200,12,0.2785
2025,10,10,200,7,0.287
2025,10,10,200,2,0.1432
2025,10,10,200,3,0.2913
2025,7,17,120,8,0.0288
2025,7,17,120,1,0.1593
2025,7,17,120,6,0.2493
2025,7,17,120,14,0.1398
2025,7,17,120,16,0.0838
2025,7,17,120,4,0.2905
2025,7,17,120,12,0.0485
2025,9,15,200,7,0.5077
2025,9,15,200,11,0.1925
2025,9,15,200,15,0.2539
2025,9,15,200,12,0.0459
2024,7,4,120,13,0.1916
2024,7,4,120,15,0.3285
2024,7,4,120,7,0.0004
2024,7,4,120,3,0.4296
2024,7,4,120,8,0.0499
2025,8,8,110,14,0.3236
2025,8,8,110,13,0.0529
2025,8,8,110,2,0.0959
2025,8,8,110,11,0.2643
2025,8,8,110,5,0.0582
2025,8,8,110,3,0.2051
2025,3,3,120,14,0.1235
2025,3,3,120,4,0.1199
2025,3,3,120,7,0.3106
2025,3,3,120,5,0.1232
2025,3,3,120,8,0.1623
2025,3,3,120,1,0.1536
2025,3,3,120,13,0.0069
2025,10,9,210,8,0.1519
2025,10,9,210,1,0.1884
2025,10,9,210,15,0.2001
2025,10,9,210,5,0.1254
2025,10,9,210,9,0.0709
2025,10,9,210,4,0.2633
2024,4,12,100,6,0.2952
2024,4,12,100,12,0.1775
2024,4,12,100,3,0.1977
2024,4,12,100,13,0.0501
2024,4,12,100,15,0.2795
2024,3,1,130,11,0.2979
2024,3,1,130,10,0.0164
2024,3,1,130,4,0.2438
2024,3,1,130,5,0.225
2024,3,1,130,2,0.19
2024,3,1,130,1,0.0269
2024,1,10,110,6,0.0624
2024,1,10,110,3,0.0969
2024,1,10,110,9,0.044
2024,1,10,110,15,0.0575
2024,1,10,110,5,0.3504
2024,1,10,110,8,0.3888
2024,5,16,210,2,0.1102
2024,5,16,210,14,0.1507
2024,5,16,210,15,0.1943
2024,5,16,210,8,0.1788
2024,5,16,210,6,0.1613
2024,5,16,210,11,0.2047
2024,9,15,200,10,0.0357
2024,9,15,200,16,0.101
2024,9,15,200,15,0.5439
2024,9,15,200,8,0.0667
2024,9,15,200,14,0.0778
2024,9,15,200,12,0.1749
2025,6,11,110,11,0.1565
2025,6,11,110,7,0.1514
2025,6,11,110,6,0.0289
2025,6,11,110,9,0.2664
2025,6,11,110,12,0.2742
2025,6,11,110,2,0.1226
2024,1,12,110,7,0.1604
2024,1,12,110,11,0.096
2024,1,12,110,13,0.392
2024,1,12,110,15,0.079
2024,1,12,110,12,0.0372
2024,1,12,110,6,0.2354
2024,3,1,200,12,0.3588
2024,3,1,200,8,0.1716
2024,3,1,200,14,0.1733
2024,3,1,200,3,0.1263
2024,3,1,200,16,0.17
2025,11,6,110,3,0.1723
2025,11,6,110,2,0.2356
2025,11,6,110,10,0.0142
2025,11,6,110,4,0.1409
2025,11,6,110,9,0.2517
2025,11,6,110,14,0.1853
2024,7,2,130,7,0.012
2024,7,2,130,11,0.0711
2024,7,2,130,14,0.9169
2024,9,1,110,7,0.0472
2024,9,1,110,13,0.0911
2024,9,1,110,11,0.4038
2024,9,1,110,12,0.0798
2024,9,1,110,3,0.3781
2025,9,13,210,3,0.1929
2025,9,13,210,8,0.3387
2025,9,13,210,10,0.4418
2025,9,13,210,9,0.0266
2024,9,10,100,2,0.0754
2024,9,10,100,4,0.1575
2024,9,10,100,8,0.1021
2024,9,10,100,11,0.0693
2024,9,10,100,3,0.0854
2024,9,10,100,10,0.1963
2024,9,10,100,6,0.176
2024,9,10,100,5,0.138
2025,4,7,130,4,0.203
2025,4,7,130,3,0.0467
2025,4,7,130,8,0.1035
2025,4,7,130,5,0.3087
2025,4,7,130,12,0.1099
2025,4,7,130,16,0.1407
2025,4,7,130,10,0.0875
2024,11,9,120,6,0.2253
2024,11,9,120,16,0.2333
2024,11,9,120,9,0.235
2024,11,9,120,2,0.0276
2024,11,9,120,11,0.1827
2024,11,9,120,5,0.0473
2024,11,9,120,8,0.0488
2025,12,4,130,4,0.3219
2025,12,4,130,12,0.4654
2025,12,4,130,9,0.2127
2025,7,6,200,4,0.2353
2025,7,6,200,14,0.2185
2025,7,6,200,16,0.2935
2025,7,6,200,12,0.2034
2025,7,6,200,9,0.0493
2025,2,9,110,1,0.2517
2025,2,9,110,15,0.2139
2025,2,9,110,13,0.3538
2025,2,9,110,14,0.1806
2024,3,8,200,2,0.1067
2024,3,8,200,11,0.2323
2024,3,8,200,10,0.1586
2024,3,8,200,7,0.04
2024,3,8,200,12,0.0818
2024,3,8,200,15,0.2149
2024,3,8,200,5,0.1657
2024,7,13,110,6,0.1766
2024,7,13,110,12,0.2064
2024,7,13,110,2,0.0252
2024,7,13,110,8,0.1087
2024,7,13,110,13,0.0175
2024,7,13,110,11,0.2382
2024,7,13,110,4,0.0586
2024,7,13,110,16,0.1688
2024,12,7,110,14,0.3181
2024,12,7,110,8,0.0556
2024,12,7,110,1,0.3017
2024,12,7,110,15,0.3246
2024,6,19,130,6,0.3202
2024,6,19,130,5,0.3181
2024,6,19,130,3,0.3617
2024,3,19,130,4,0.0901
2024,3,19,130,12,0.3177
2024,3,19,130,10,0.1616
2024,3,19,130,9,0.3581
2024,3,19,130,15,0.0725
2025,5,7,110,14,0.0589
2025,5,7,110,6,0.3408
2025,5,7,110,5,0.4062
2025,5,7,110,1,0.1941
2024,1,6,110,6,0.0737
2024,1,6,110,5,0.4671
2024,1,6,110,13,0.0146
2024,1,6,110,9,0.3286
2024,1,6,110,15,0.116
2025,5,15,100,1,0.1417
2025,5,15,100,12,0.2415
2025,5,15,100,10,0.3229
2025,5,15,100,5,0.0406
2025,5,15,100,8,0.2533
2024,4,3,120,3,0.2687
2024,4,3,120,6,0.0953
2024,4,3,120,7,0.1033
2024,4,3,120,5,0.1176
2024,4,3,120,1,0.2077
2024,4,3,120,10,0.2074
2025,2,6,110,7,0.2489
2025,2,6,110,8,0.6466
2025,2,6,110,1,0.1045
2025,11,15,130,3,0.1886
2025,11,15,130,11,0.3058
2025,11,15,130,15,0.143
2025,11,15,130,10,0.0282
2025,11,15,130,1,0.3344
2025,8,12,210,1,0.3517
2025,8,12,210,11,0.3531
2025,8,12,210,4,0.2952
2024,5,1,120,6,0.0899
2024,5,1,120,1,0.138
2024,5,1,120,11,0.2076
2024,5,1,120,3,0.1247
2024,5,1,120,4,0.1611
2024,5,1,120,8,0.1184
2024,5,1,120,7,0.0486
2024,5,1,120,10,0.1117
2025,3,9,100,9,0.0391
2025,3,9,100,2,0.4925
2025,3,9,100,14,0.4684
2024,9,7,200,1,0.1276
2024,9,7,200,14,0.4399
2024,9,7,200,10,0.0703
2024,9,7,200,13,0.3622
2025,2,16,100,10,0.3775
2025,2,16,100,1,0.2873
2025,2,16,100,7,0.1053
2025,2,16,100,14,0.2299
2025,12,2,120,10,0.2644
2025,12,2,120,11,0.4164
2025,12,2,120,9,0.1125
2025,12,2,120,14,0.2067
2025,6,9,120,13,0.3503
2025,6,9,120,7,0.0513
2025,6,9,120,10,0.5984
2024,12,17,120,10,0.277
2024,12,17,120,3,0.1891
2024,12,17,120,5,0.3056
2024,12,17,120,4,0.0658
2024,12,17,120,12,0.1625
2025,6,7,100,15,0.1942
2025,6,7,100,5,0.4758
2025,6,7,100,4,0.33
2025,3,19,130,6,0.3354
2025,3,19,130,13,0.1942
2025,3,19,130,14,0.2308
2025,3,19,130,9,0.1386
2025,3,19,130,11,0.101
2025,9,12,210,1,0.1037
2025,9,12,210,4,0.0767
2025,9,12,210,10,0.22
2025,9,12,210,7,0.3073
2025,9,12,210,14,0.1722
2025,9,12,210,13,0.1201
2025,5,16,210,15,0.1189
2025,5,16,210,2,0.0222
2025,5,16,210,13,0.3495
2025,5,16,210,9,0.3476
2025,5,16,210,14,0.1618
2024,12,3,120,15,0.183
2024,12,3,120,4,0.1418
2024,12,3,120,5,0.1191
2024,12,3,120,14,0.1235
2024,12,3,120,12,0.148
2024,12,3,120,10,0.1591
2024,12,3,120,7,0.1255
2024,8,1,130,4,0.395
2024,8,1,130,8,0.0575
2024,8,1,130,12,0.1764
2024,8,1,130,11,0.2978
2024,8,1,130,1,0.0555
2024,8,1,130,7,0.0178
2025,6,11,100,9,0.0589
2025,6,11,100,13,0.225
2025,6,11,100,12,0.4758
2025,6,11,100,8,0.2403
2024,1,6,210,11,0.2004
2024,1,6,210,1,0.1456
2024,1,6,210,16,0.0816
2024,1,6,210,6,0.1405
2024,1,6,210,2,0.0553
2024,1,6,210,9,0.1882
2024,1,6,210,14,0.145
2024,1,6,210,7,0.0434
2024,8,3,210,7,0.0037
2024,8,3,210,6,0.1956
2024,8,3,210,10,0.1856
2024,8,3,210,11,0.065
2024,8,3,210,16,0.1822
2024,8,3,210,14,0.1294
2024,8,3,210,9,0.1566
2024,8,3,210,15,0.0819
2024,12,18,110,8,0.1651
2024,12,18,110,16,0.0902
2024,12,18,110,6,0.0979
2024,12,18,110,5,0.1459
2024,12,18,110,1,0.122
2024,12,18,110,3,0.1867
2024,12,18,110,13,0.1664
2024,12,18,110,11,0.0258
2025,10,8,110,5,0.515
2025,10,8,110,6,0.3585
2025,10,8,110,1,0.1265
2024,11,4,100,16,0.3299
2024,11,4,100,7,0.1135
2024,11,4,100,12,0.3745
2024,11,4,100,3,0.0269
2024,11,4,100,15,0.1552
2025,3,15,130,10,0.2379
2025,3,15,130,16,0.2731
2025,3,15,130,4,0.2758
2025,3,15,130,13,0.2132
2025,9,5,200,11,0.0197
2025,9,5,200,9,0.8749
2025,9,5,200,6,0.0226
2025,9,5,200,4,0.0828
2024,9,1,200,15,0.2809
2024,9,1,200,9,0.0393
2024,9,1,200,10,0.3768
2024,9,1,200,7,0.303
2025,3,17,120,10,0.4584
2025,3,17,120,11,0.0786
2025,3,17,120,9,0.463
2024,11,6,120,16,0.1481
2024,11,6,120,8,0.1586
2024,11,6,120,6,0.0197
2024,11,6,120,9,0.0743
2024,11,6,120,7,0.1615
2024,11,6,120,15,0.097
2024,11,6,120,1,0.26
2024,11,6,120,4,0.0808
2024,2,3,120,9,0.0869
2024,2,3,120,7,0.2006
2024,2,3,120,16,0.2517
2024,2,3,120,13,0.0562
2024,2,3,120,10,0.083
2024,2,3,120,15,0.1642
2024,2,3,120,4,0.1574
2024,7,14,130,2,0.0904
2024,7,14,130,8,0.1156
2024,7,14,130,4,0.1493
2024,7,14,130,16,0.1384
2024,7,14,130,15,0.2184
2024,7,14,130,5,0.2879
2025,12,8,100,8,0.1327
2025,12,8,100,7,0.2351
2025,12,8,100,16,0.1445
2025,12,8,100,9,0.2311
2025,12,8,100,6,0.1273
2025,12,8,100,1,0.1293
2024,5,4,200,12,0.0856
2024,5,4,200,10,0.102
2024,5,4,200,5,0.1796
2024,5,4,200,11,0.1195
2024,5,4,200,14,0.21
2024,5,4,200,13,0.3033
2025,2,10,200,15,0.1766
2025,2,10,200,13,0.1905
2025,2,10,200,5,0.2156
2025,2,10,200,1,0.0114
2025,2,10,200,4,0.3957
2025,2,10,200,8,0.0102
2024,4,18,120,14,0.2575
2024,4,18,120,8,0.1155
2024,4,18,120,6,0.051
2024,4,18,120,2,0.1834
2024,4,18,120,5,0.2725
2024,4,18,120,10,0.1201
2024,7,11,120,2,0.3386
2024,7,11,120,10,0.2761
2024,7,11,120,15,0.02
2024,7,11,120,1,0.3653
2025,3,20,110,2,0.0621
2025,3,20,110,13,0.0745
2025,3,20,110,7,0.0675
2025,3,20,110,6,0.0626
2025,3,20,110,14,0.252
2025,3,20,110,15,0.2052
2025,3,20,110,9,0.1678
2025,3,20,110,3,0.1083
2025,10,6,130,11,0.0604
2025,10,6,130,3,0.1908
2025,10,6,130,4,0.4561
2025,10,6,130,16,0.2927
2024,1,13,120,1,0.0183
2024,1,13,120,14,0.1925
2024,1,13,120,16,0.2133
2024,1,13,120,5,0.1531
2024,1,13,120,8,0.1972
2024,1,13,120,15,0.0947
2024,1,13,120,10,0.1103
2024,1,13,120,2,0.0206
2024,6,15,210,13,0.1166
2024,6,15,210,14,0.1739
2024,6,15,210,6,0.104
2024,6,15,210,2,0.2157
2024,6,15,210,16,0.0933
2024,6,15,210,9,0.0178
2024,6,15,210,12,0.1695
2024,6,15,210,15,0.1092
2025,7,19,120,3,0.176
2025,7,19,120,9,0.2302
2025,7,19,120,11,0.0966
2025,7,19,120,13,0.1588
2025,7,19,120,14,0.2008
2025,7,19,120,7,0.1376
2024,7,15,100,13,0.1128
2024,7,15,100,9,0.1048
2024,7,15,100,3,0.1834
2024,7,15,100,12,0.1145
2024,7,15,100,10,0.1609
2024,7,15,100,1,0.1891
2024,7,15,100,6,0.0844
2024,7,15,100,14,0.0501
2025,12,20,120,8,0.3909
2025,12,20,120,1,0.1266
2025,12,20,120,12,0.2879
2025,12,20,120,3,0.1946
2025,8,14,200,11,0.3825
2025,8,14,200,5,0.1923
2025,8,14,200,14,0.4252
2025,8,18,130,5,0.3385
2025,8,18,130,2,0.2064
2025,8,18,130,16,0.0842
2025,8,18,130,1,0.3709
2025,1,17,110,10,0.3618
2025,1,17,110,8,0.1955
2025,1,17,110,5,0.4427
2025,1,19,120,9,0.5521
2025,1,19,120,8,0.2532
2025,1,19,120,12,0.1947
2025,9,16,110,10,0.1382
2025,9,16,110,14,0.1108
2025,9,16,110,3,0.0435
2025,9,16,110,1,0.3925
2025,9,16,110,4,0.315
2025,12,5,200,6,0.1642
2025,12,5,200,15,0.089
2025,12,5,200,12,0.1238
2025,12,5,200,4,0.1158
2025,12,5,200,9,0.1423
2025,12,5,200,8,0.0685
2025,12,5,200,13,0.1533
2025,12,5,200,16,0.1431
2025,12,12,100,10,0.0436
2025,12,12,100,2,0.384
2025,12,12,100,4,0.0049
2025,12,12,100,15,0.2023
2025,12,12,100,14,0.2129
2025,12,12,100,6,0.1523
2025,10,3,110,11,0.2869
2025,10,3,110,9,0.2824
2025,10,3,110,14,0.2341
2025,10,3,110,2,0.1101
2025,10,3,110,6,0.0506
2025,10,3,110,4,0.0359
2025,12,15,110,11,0.0982
2025,12,15,110,6,0.1327
2025,12,15,110,10,0.1273
2025,12,15,110,13,0.1829
2025,12,15,110,14,0.1723
2025,12,15,110,1,0.1825
2025,12,15,110,12,0.1041
2025,5,4,110,11,0.155
2025,5,4,110,6,0.2548
2025,5,4,110,13,0.0598
2025,5,4,110,9,0.1809
2025,5,4,110,2,0.3169
2025,5,4,110,7,0.0326
2025,11,19,210,10,0.037
2025,11,19,210,9,0.3593
2025,11,19,210,13,0.3085
2025,11,19,210,16,0.2952
2024,2,10,210,3,0.1087
2024,2,10,210,14,0.0731
2024,2,10,210,5,0.3488
2024,2,10,210,7,0.4694
2025,1,20,210,6,0.2416
2025,1,20,210,2,0.3134
2025,1,20,210,12,0.1019
2025,1,20,210,10,0.3212
2025,1,20,210,16,0.0219
2025,5,8,200,4,0.2854
2025,5,8,200,3,0.0932
2025,5,8,200,2,0.3126
2025,5,8,200,9,0.0934
2025,5,8,200,6,0.1268
2025,5,8,200,15,0.0621
2025,5,8,200,8,0.0265
2025,4,12,130,12,0.0613
2025,4,12,130,6,0.2611
2025,4,12,130,4,0.0959
2025,4,12,130,1,0.1452
2025,4,12,130,2,0.1721
2025,4,12,130,15,0.2169
2025,4,12,130,14,0.0322
2025,4,12,130,13,0.0153
2024,1,15,210,14,0.1069
2024,1,15,210,6,0.1734
2024,1,15,210,10,0.1656
2024,1,15,210,9,0.0555
2024,1,15,210,5,0.1872
2024,1,15,210,11,0.0761
2024,1,15,210,15,0.2073
2024,1,15,210,16,0.028
2025,2,6,100,6,0.2999
2025,2,6,100,10,0.2092
2025,2,6,100,15,0.1194
2025,2,6,100,2,0.0193
2025,2,6,100,3,0.1073
2025,2,6,100,7,0.0287
2025,2,6,100,14,0.2162
2025,1,19,200,4,0.0038
2025,1,19,200,1,0.2024
2025,1,19,200,7,0.2008
2025,1,19,200,2,0.1921
2025,1,19,200,12,0.1643
2025,1,19,200,14,0.1439
2025,1,19,200,11,0.0362
2025,1,19,200,13,0.0565
2024,8,14,120,4,0.1432
2024,8,14,120,7,0.1319
2024,8,14,120,9,0.104
2024,8,14,120,3,0.1934
2024,8,14,120,15,0.0838
2024,8,14,120,14,0.1355
2024,8,14,120,13,0.0794
2024,8,14,120,10,0.1288
2024,7,20,100,5,0.1492
2024,7,20,100,1,0.2401
2024,7,20,100,9,0.2127
2024,7,20,100,4,0.2239
2024,7,20,100,11,0.0033
2024,7,20,100,16,0.1708
2025,3,18,210,12,0.1312
2025,3,18,210,8,0.6209
2025,3,18,210,3,0.0487
2025,3,18,210,13,0.1992
2024,3,6,100,1,0.1866
2024,3,6,100,16,0.3404
2024,3,6,100,11,0.2251
2024,3,6,100,14,0.2479
2025,2,3,130,5,0.1231
2025,2,3,130,16,0.0178
2025,2,3,130,13,0.0675
2025,2,3,130,4,0.1818
2025,2,3,130,9,0.1637
2025,2,3,130,8,0.0668
2025,2,3,130,2,0.2009
2025,2,3,130,3,0.1784
2024,1,20,200,1,0.0126
2024,1,20,200,12,0.1565
2024,1,20,200,3,0.0491
2024,1,20,200,11,0.2649
2024,1,20,200,9,0.0515
2024,1,20,200,7,0.0036
2024,1,20,200,16,0.2218
2024,1,20,200,13,0.24
2024,6,1,120,9,0.3975
2024,6,1,120,8,0.0171
2024,6,1,120,13,0.2385
2024,6,1,120,7,0.1058
2024,6,1,120,12,0.0343
2024,6,1,120,10,0.2068
2024,7,12,120,11,0.2169
2024,7,12,120,7,0.0793
2024,7,12,120,15,0.2025
2024,7,12,120,12,0.1039
2024,7,12,120,5,0.0324
2024,7,12,120,4,0.124
2024,7,12,120,1,0.1185
2024,7,12,120,2,0.1225
2024,7,4,210,15,0.2228
2024,7,4,210,12,0.0199
2024,7,4,210,7,0.1045
2024,7,4,210,6,0.2575
2024,7,4,210,14,0.1119
2024,7,4,210,10,0.0344
2024,7,4,210,11,0.249
2025,1,9,100,1,0.0874
2025,1,9,100,15,0.211
2025,1,9,100,2,0.1103
2025,1,9,100,14,0.1348
2025,1,9,100,12,0.1523
2025,1,9,100,4,0.1023
2025,1,9,100,9,0.2019
2024,6,13,110,1,0.1472
2024,6,13,110,4,0.1415
2024,6,13,110,9,0.166
2024,6,13,110,16,0.101
2024,6,13,110,15,0.1546
2024,6,13,110,6,0.1483
2024,6,13,110,2,0.1414
2024,10,16,110,6,0.2765
2024,10,16,110,12,0.0474
2024,10,16,110,10,0.1786
2024,10,16,110,5,0.2189
2024,10,16,110,13,0.0186
2024,10,16,110,2,0.1405
2024,10,16,110,14,0.1195
2024,12,8,110,8,0.5846
2024,12,8,110,10,0.2497
2024,12,8,110,6,0.1313
2024,12,8,110,2,0.0344
2025,11,17,200,11,0.002
2025,11,17,200,12,0.1403
2025,11,17,200,4,0.2179
2025,11,17,200,3,0.1914
2025,11,17,200,16,0.1018
2025,11,17,200,7,0.158
2025,11,17,200,8,0.1886
2025,8,14,100,11,0.2162
2025,8,14,100,7,0.0892
2025,8,14,100,12,0.161
2025,8,14,100,16,0.1608
2025,8,14,100,3,0.161
2025,8,14,100,10,0.2118
2025,5,13,200,6,0.5695
2025,5,13,200,12,0.083
2025,5,13,200,9,0.1636
2025,5,13,200,1,0.1839
2024,9,8,130,2,0.1618
2024,9,8,130,7,0.2527
