monat,jahr,meldestelle_code,tarifverbund_id,ticket_code,anzahl,preis_eur,umsatz_eur,gueltig_ab,plz
4,2025,MS-FRA-001,3,5,29,39.0,1131.0,2024-05-09,6541
11,2024,MS-HAJ-002,14,3,93,63.0,5859.0,2025-04-14,6405
12,2024,MS-HAJ-006,19,4,15,49.0,735.0,2024-03-19,56278
1,2025,MS-MUC-005,20,1,102,49.0,4998.0,2025-06-08,6550
6,2024,MS-DTM-001,14,4,10,49.0,490.0,2024-07-07,8544
12,2025,MS-HAM-004,14,1,208,49.0,10192.0,2024-07-15,16726
5,2025,MS-DUI-005,17,5,223,39.0,8697.0,2024-09-06,6592
6,2024,MS-NUE-006,16,2,199,58.0,11542.0,2025-03-23,64811
5,2024,MS-HAJ-003,2,5,107,39.0,4173.0,2024-07-04,3875
5,2025,MS-BER-001,14,2,9,58.0,522.0,2025-02-28,1613
5,2024,MS-DUS-001,15,5,207,39.0,8073.0,2025-10-12,56813
4,2024,MS-FRA-007,1,3,61,63.0,3843.0,2024-03-06,19902
12,2025,MS-DUI-004,15,5,112,39.0,4368.0,2025-10-12,17185
9,2025,MS-LEJ-003,16,5,8,39.0,312.0,2024-12-17,55440
6,2025,MS-BRE-003,5,4,223,49.0,10927.0,2025-05-25,42385
11,2024,MS-LEJ-003,9,4,13,49.0,637.0,2025-11-07,16726
11,2024,MS-HAJ-001,18,3,26,63.0,1638.0,2024-07-31,8544
5,2025,MS-DUS-004,11,4,177,49.0,8673.0,2025-04-23,25283
10,2024,MS-DUI-001,6,5,95,39.0,3705.0,2025-08-01,82536
1,2025,MS-DUS-003,18,4,65,49.0,3185.0,2025-01-19,16057
7,2024,MS-DUI-004,4,1,106,49.0,5194.0,2024-08-11,48702
10,2024,MS-DUS-004,6,2,201,58.0,11658.0,2025-02-14,19250
6,2025,MS-FRA-006,14,5,76,39.0,2964.0,2024-11-23,8909
11,2025,MS-HAM-007,11,5,142,39.0,5538.0,2025-06-29,95851
7,2024,MS-HAJ-002,15,3,216,63.0,13608.0,2025-04-05,27884
7,2024,MS-DUS-003,1,5,217,39.0,8463.0,2024-12-08,9849
11,2025,MS-FRA-001,4,4,153,49.0,7497.0,2025-10-30,95928
7,2025,MS-FRA-003,1,5,62,39.0,2418.0,2024-05-21,19077
10,2024,MS-NUE-006,14,1,88,49.0,4312.0,2025-09-16,36537
10,2024,MS-DRS-004,3,3,10,63.0,630.0,2025-09-07,7504
9,2025,MS-HAJ-004,7,2,122,58.0,7076.0,2025-01-12,6121
3,2024,MS-DRS-004,7,3,38,63.0,2394.0,2024-10-27,20417
4,2024,MS-NUE-006,15,4,67,49.0,3283.0,2025-12-01,18343
4,2025,MS-FRA-001,15,5,169,39.0,6591.0,2024-04-23,17665
3,2025,MS-STR-003,15,1,6,49.0,294.0,2024-02-03,2421
9,2025,MS-DRS-004,13,1,205,49.0,10045.0,2025-03-03,60955
12,2024,MS-DUI-004,18,1,117,49.0,5733.0,2025-05-07,6550
5,2024,MS-LEJ-004,2,3,107,63.0,6741.0,2025-06-07,19390
7,2025,MS-MUC-002,4,2,221,58.0,12818.0,2024-09-25,7778
12,2024,MS-CGN-003,12,4,173,49.0,8477.0,2024-12-13,27423
8,2024,MS-FRA-005,9,1,89,49.0,4361.0,2025-10-19,6592
8,2024,MS-HAJ-001,8,3,92,63.0,5796.0,2024-10-29,6405
6,2025,MS-DRS-001,9,5,75,39.0,2925.0,2025-08-31,24480
3,2024,MS-HAJ-005,10,1,61,49.0,2989.0,2025-01-14,16402
12,2025,MS-DUS-004,10,2,150,58.0,8700.0,2025-10-11,55388
12,2025,MS-BRE-003,10,2,195,58.0,11310.0,2025-12-12,29690
10,2024,MS-DUS-004,13,3,168,63.0,10584.0,2024-08-21,25568
10,2024,MS-DTM-001,5,5,8,39.0,312.0,2024-09-22,75532
8,2025,MS-DUI-006,6,3,169,63.0,10647.0,2024-06-08,19284
9,2025,MS-LEJ-001,13,4,170,49.0,8330.0,2024-06-22,10255
3,2025,MS-DRS-005,13,1,176,49.0,8624.0,2024-03-07,89936
5,2024,MS-FRA-005,8,2,76,58.0,4408.0,2025-09-15,9959
11,2024,MS-FRA-004,12,4,122,49.0,5978.0,2025-08-06,7666
12,2024,MS-HAJ-006,8,2,98,58.0,5684.0,2025-11-11,24562
11,2025,MS-HAM-006,11,5,22,39.0,858.0,2024-10-04,16608
1,2024,MS-DRS-001,19,5,68,39.0,2652.0,2024-09-07,65743
12,2024,MS-STR-003,8,4,50,49.0,2450.0,2024-02-11,19431
9,2025,MS-DUS-002,3,2,192,58.0,11136.0,2024-03-06,28501
1,2025,MS-FRA-005,8,2,154,58.0,8932.0,2025-08-18,66019
2,2025,MS-NUE-001,2,3,207,63.0,13041.0,2025-10-11,22709
8,2024,MS-MUC-001,15,1,126,49.0,6174.0,2024-07-21,30702
10,2024,MS-HAJ-001,10,5,7,39.0,273.0,2025-08-18,82536
12,2024,MS-BRE-003,7,5,211,39.0,8229.0,2025-10-12,18945
1,2025,MS-STR-004,14,5,74,39.0,2886.0,2025-05-19,17698
6,2024,MS-HAJ-003,16,5,77,39.0,3003.0,2025-10-22,56681
9,2025,MS-STR-003,11,3,178,63.0,11214.0,2025-07-28,12631
11,2025,MS-BRE-003,4,2,129,58.0,7482.0,2024-01-07,54274
8,2025,MS-CGN-002,6,1,199,49.0,9751.0,2025-03-18,5215
2,2025,MS-BRE-003,11,5,215,39.0,8385.0,2024-07-06,28435
4,2024,MS-FRA-006,10,5,83,39.0,3237.0,2024-11-23,9261
2,2025,MS-DTM-001,20,2,151,58.0,8758.0,2025-11-19,28346
3,2025,MS-FRA-003,13,2,223,58.0,12934.0,2024-06-10,19077
6,2024,MS-HAJ-005,16,5,206,39.0,8034.0,2025-03-02,8311
4,2025,MS-STR-005,16,3,99,63.0,6237.0,2024-05-28,55388
12,2025,MS-ESS-003,11,4,83,49.0,4067.0,2025-03-11,16402
7,2025,MS-BER-001,13,1,109,49.0,5341.0,2024-12-28,2465
8,2024,MS-DUS-002,1,2,58,58.0,3364.0,2025-11-08,6459
5,2025,MS-LEJ-001,1,3,114,63.0,7182.0,2025-01-26,55526
4,2024,MS-DUI-006,17,4,224,49.0,10976.0,2024-10-07,27510
4,2024,MS-CGN-002,11,4,246,49.0,12054.0,2025-08-30,66712
11,2024,MS-LEJ-003,16,2,76,58.0,4408.0,2025-09-13,19284
1,2025,MS-HAM-006,2,3,75,63.0,4725.0,2025-07-04,89453
5,2025,MS-MUC-001,16,2,230,58.0,13340.0,2024-03-16,55526
3,2025,MS-CGN-001,19,3,151,63.0,9513.0,2024-07-23,19848
8,2024,MS-STR-003,11,5,144,39.0,5616.0,2025-11-07,60955
12,2025,MS-BER-003,5,1,227,49.0,11123.0,2025-12-17,6784
6,2025,MS-DRS-001,7,2,87,58.0,5046.0,2025-04-24,47529
6,2025,MS-DTM-005,7,3,70,63.0,4410.0,2025-09-10,8544
3,2024,MS-MUC-002,14,4,106,49.0,5194.0,2025-05-13,25446
9,2024,MS-LEJ-001,1,5,116,39.0,4524.0,2024-02-02,10655
9,2025,MS-HAJ-001,10,5,90,39.0,3510.0,2025-10-11,22802
10,2024,MS-HAM-005,18,1,141,49.0,6909.0,2024-06-11,12879
10,2024,MS-DRS-003,20,2,197,58.0,11426.0,2024-03-15,9261
5,2025,MS-DRS-003,15,2,171,58.0,9918.0,2024-12-04,22709
11,2024,MS-NUE-006,11,4,140,49.0,6860.0,2025-12-10,8352
1,2025,MS-LEJ-005,19,3,6,63.0,378.0,2025-09-30,89073
1,2024,MS-FRA-007,11,4,43,49.0,2107.0,2024-09-22,43804
9,2025,MS-DRS-002,7,5,241,39.0,9399.0,2024-12-29,6459
4,2024,MS-MUC-005,7,3,51,63.0,3213.0,2024-04-13,25720
3,2024,MS-NUE-002,12,1,88,49.0,4312.0,2024-11-18,50925
4,2024,MS-DTM-001,6,4,74,49.0,3626.0,2024-08-26,41293
1,2025,MS-MUC-004,15,1,218,49.0,10682.0,2025-01-19,25720
12,2025,MS-FRA-005,13,1,119,49.0,5831.0,2025-03-25,93599
4,2024,MS-LEJ-002,19,1,28,49.0,1372.0,2024-06-28,12421
3,2024,MS-FRA-005,4,4,194,49.0,9506.0,2025-09-11,88147
7,2025,MS-FRA-003,7,1,209,49.0,10241.0,2025-06-03,89764
5,2025,MS-HAJ-004,4,4,9,49.0,441.0,2024-01-08,89703
7,2025,MS-HAM-006,12,3,247,63.0,15561.0,2024-11-13,20417
11,2025,MS-DTM-001,8,1,171,49.0,8379.0,2025-10-21,89073
1,2025,MS-DUS-002,11,1,41,49.0,2009.0,2024-09-11,28136
3,2024,MS-HAJ-005,5,2,182,58.0,10556.0,2025-04-26,9849
1,2024,MS-DUI-003,7,3,100,63.0,6300.0,2025-09-24,90774
7,2024,MS-FRA-001,6,5,43,39.0,1677.0,2025-11-15,27690
2,2025,MS-CGN-002,1,4,57,49.0,2793.0,2024-11-09,97519
5,2025,MS-DUI-006,11,1,205,49.0,10045.0,2024-01-27,56744
8,2024,MS-BER-005,5,4,16,49.0,784.0,2025-07-06,78127
3,2024,MS-HAM-006,1,3,234,63.0,14742.0,2024-08-16,21904
2,2025,MS-MUC-001,16,4,111,49.0,5439.0,2025-07-03,66850
10,2024,MS-BER-001,10,4,125,49.0,6125.0,2024-09-20,29690
11,2025,MS-NUE-002,12,5,176,39.0,6864.0,2024-04-08,66019
12,2025,MS-NUE-006,7,2,61,58.0,3538.0,2025-06-11,28435
4,2024,MS-HAM-004,4,4,77,49.0,3773.0,2025-09-21,29608
4,2024,MS-STR-004,6,3,89,63.0,5607.0,2025-12-28,66859
3,2025,MS-DTM-004,14,3,174,63.0,10962.0,2024-05-28,17006
12,2024,MS-LEJ-003,2,2,51,58.0,2958.0,2024-01-15,27282
4,2024,MS-CGN-002,13,3,7,63.0,441.0,2025-08-08,66561
6,2025,MS-FRA-003,19,4,120,49.0,5880.0,2024-08-07,66241
9,2025,MS-BRE-003,4,3,172,63.0,10836.0,2025-06-10,56953
3,2025,MS-STR-004,11,4,202,49.0,9898.0,2025-07-16,66083
11,2024,MS-ESS-001,17,3,21,63.0,1323.0,2025-01-09,92541
9,2024,MS-MUC-003,4,2,122,58.0,7076.0,2024-04-23,26697
3,2025,MS-ESS-002,10,4,116,49.0,5684.0,2025-07-20,22603
7,2024,MS-HAJ-004,7,2,220,58.0,12760.0,2025-11-27,48153
4,2024,MS-ESS-003,17,5,204,39.0,7956.0,2024-06-04,16402
9,2024,MS-ESS-004,18,2,182,58.0,10556.0,2025-06-27,28089
3,2025,MS-HAM-006,6,5,62,39.0,2418.0,2024-06-04,19119
4,2025,MS-DUS-002,2,4,80,49.0,3920.0,2025-02-03,14203
8,2025,MS-DRS-003,11,2,189,58.0,10962.0,2024-11-03,24360
5,2024,MS-NUE-004,10,2,241,58.0,13978.0,2025-09-19,17185
1,2024,MS-LEJ-006,5,2,128,58.0,7424.0,2024-06-13,8624
7,2024,MS-CGN-002,14,4,156,49.0,7644.0,2024-07-17,36537
2,2025,MS-FRA-007,9,2,233,58.0,13514.0,2025-02-15,30966
4,2024,MS-BRE-003,5,3,199,63.0,12537.0,2024-12-01,25367
9,2024,MS-DTM-002,17,1,202,49.0,9898.0,2025-10-05,18940
4,2025,MS-BRE-003,10,1,143,49.0,7007.0,2025-09-16,66241
2,2024,MS-ESS-001,9,1,102,49.0,4998.0,2024-09-18,29282
7,2025,MS-DUI-001,6,4,199,49.0,9751.0,2024-10-25,50451
2,2024,MS-DUI-004,20,3,66,63.0,4158.0,2025-11-11,10676
7,2025,MS-HAM-001,4,3,220,63.0,13860.0,2024-10-09,64997
7,2025,MS-STR-004,12,1,8,49.0,392.0,2024-04-13,6383
4,2025,MS-DUI-001,16,2,156,58.0,9048.0,2025-03-20,3198
2,2025,MS-HAJ-001,18,5,219,39.0,8541.0,2025-08-02,73321
1,2025,MS-DUI-004,4,5,219,39.0,8541.0,2025-10-20,26840
2,2024,MS-STR-002,12,5,177,39.0,6903.0,2025-12-27,17665
7,2025,MS-BER-006,12,4,223,49.0,10927.0,2025-04-16,15248
7,2024,MS-BRE-002,1,2,150,58.0,8700.0,2024-07-04,25539
2,2025,MS-DUS-004,14,1,191,49.0,9359.0,2025-04-12,36652
11,2025,MS-ESS-002,12,2,75,58.0,4350.0,2025-04-01,25446
8,2025,MS-STR-005,6,2,147,58.0,8526.0,2025-07-14,9767
12,2025,MS-LEJ-005,12,2,221,58.0,12818.0,2025-05-26,22137
6,2025,MS-DUI-005,18,2,86,58.0,4988.0,2024-11-09,30702
11,2024,MS-LEJ-005,11,5,132,39.0,5148.0,2025-10-16,28520
4,2025,MS-STR-005,16,3,91,63.0,5733.0,2025-03-24,75147
3,2024,MS-DTM-004,1,1,53,49.0,2597.0,2025-08-18,56988
9,2025,MS-NUE-001,6,4,163,49.0,7987.0,2025-12-13,20282
2,2024,MS-HAM-005,20,4,223,49.0,10927.0,2024-09-26,29346
9,2025,MS-ESS-003,13,2,240,58.0,13920.0,2025-01-29,29608
10,2025,MS-NUE-005,3,3,62,63.0,3906.0,2025-03-29,25828
9,2024,MS-CGN-001,9,1,131,49.0,6419.0,2024-08-17,6592
4,2024,MS-FRA-007,15,2,42,58.0,2436.0,2024-01-13,55858
1,2024,MS-DUI-005,16,4,111,49.0,5439.0,2025-07-23,15646
7,2024,MS-FRA-002,17,5,107,39.0,4173.0,2025-10-04,19469
12,2025,MS-STR-005,12,3,115,63.0,7245.0,2025-01-14,75532
6,2024,MS-NUE-002,12,1,250,49.0,12250.0,2025-12-10,30994
12,2025,MS-STR-003,18,5,37,39.0,1443.0,2024-04-08,12421
9,2025,MS-DTM-003,4,5,63,39.0,2457.0,2024-12-22,6384
8,2024,MS-DUS-001,19,1,122,49.0,5978.0,2025-09-25,85292
10,2025,MS-BRE-002,3,2,10,58.0,580.0,2025-07-27,66952
6,2024,MS-DRS-005,5,1,179,49.0,8771.0,2024-12-28,20417
10,2025,MS-STR-004,1,5,130,39.0,5070.0,2025-03-17,6956
7,2024,MS-FRA-006,15,3,142,63.0,8946.0,2025-12-14,1230
6,2025,MS-STR-001,19,5,247,39.0,9633.0,2025-02-20,27282
1,2025,MS-DUI-005,2,3,155,63.0,9765.0,2024-05-02,8473
10,2024,MS-HAM-002,17,4,191,49.0,9359.0,2024-06-14,9282
4,2024,MS-DUI-003,6,2,12,58.0,696.0,2025-10-26,10676
6,2024,MS-HAM-005,4,4,151,49.0,7399.0,2025-12-18,6688
7,2025,MS-LEJ-002,16,2,221,58.0,12818.0,2024-12-17,27732
5,2024,MS-ESS-003,6,4,230,49.0,11270.0,2024-09-15,14935
3,2024,MS-STR-005,13,2,63,58.0,3654.0,2024-12-25,9767
6,2024,MS-DRS-001,4,5,70,39.0,2730.0,2024-01-21,19525
9,2024,MS-HAM-001,12,1,48,49.0,2352.0,2024-01-02,10285
1,2024,MS-DTM-004,13,3,12,63.0,756.0,2025-08-04,16402
2,2025,MS-FRA-001,7,5,132,39.0,5148.0,2024-07-05,14956
6,2024,MS-HAM-006,5,5,100,39.0,3900.0,2025-08-10,28136
12,2025,MS-FRA-001,17,2,213,58.0,12354.0,2025-03-31,25283
9,2024,MS-MUC-002,10,3,32,63.0,2016.0,2024-12-23,2421
10,2024,MS-HAJ-005,6,1,132,49.0,6468.0,2024-07-16,18343
10,2024,MS-ESS-001,15,5,217,39.0,8463.0,2025-02-02,66952
11,2024,MS-NUE-003,3,3,68,63.0,4284.0,2025-01-09,27423
8,2024,MS-FRA-003,13,1,96,49.0,4704.0,2024-03-01,66220
9,2024,MS-HAM-005,11,5,149,39.0,5811.0,2025-08-11,6957
9,2025,MS-FRA-004,10,3,39,63.0,2457.0,2025-04-03,9849
5,2024,MS-BRE-001,13,4,101,49.0,4949.0,2024-03-25,14064
8,2024,MS-HAM-007,11,5,128,39.0,4992.0,2025-09-16,89073
8,2025,MS-DUS-003,2,5,217,39.0,8463.0,2024-02-12,28542
5,2024,MS-DUI-002,19,5,49,39.0,1911.0,2025-10-18,55280
9,2024,MS-BER-004,2,3,103,63.0,6489.0,2024-07-11,88359
11,2024,MS-BRE-002,17,5,222,39.0,8658.0,2024-07-01,13652
11,2025,MS-BER-006,7,1,122,49.0,5978.0,2024-07-09,48153
2,2025,MS-FRA-005,16,2,151,58.0,8758.0,2025-10-17,19902
1,2024,MS-LEJ-002,7,1,241,49.0,11809.0,2024-10-24,25878
11,2024,MS-DTM-005,6,4,216,49.0,10584.0,2024-08-21,88592
1,2025,MS-CGN-001,5,5,68,39.0,2652.0,2025-09-28,2845
7,2025,MS-NUE-006,10,2,245,58.0,14210.0,2025-10-31,8044
7,2025,MS-BER-002,14,4,101,49.0,4949.0,2024-10-11,28350
5,2025,MS-DUI-003,1,4,15,49.0,735.0,2025-12-13,9261
3,2025,MS-FRA-007,3,1,34,49.0,1666.0,2024-06-11,12777
3,2024,MS-NUE-001,11,2,246,58.0,14268.0,2024-09-19,8007
5,2025,MS-NUE-001,10,3,224,63.0,14112.0,2025-08-06,60955
2,2024,MS-LEJ-004,7,1,147,49.0,7203.0,2025-05-24,51370
9,2024,MS-BER-005,16,4,32,49.0,1568.0,2024-04-24,50925
7,2024,MS-FRA-002,3,1,66,49.0,3234.0,2025-03-22,18508
8,2025,MS-MUC-005,15,5,201,39.0,7839.0,2024-02-12,8444
4,2024,MS-DTM-003,2,5,8,39.0,312.0,2024-06-05,55440
3,2025,MS-ESS-002,15,2,235,58.0,13630.0,2025-10-21,20670
7,2025,MS-CGN-001,10,5,21,39.0,819.0,2024-08-18,27740
6,2024,MS-BRE-003,1,4,22,49.0,1078.0,2024-09-08,18343
9,2025,MS-CGN-002,5,5,86,39.0,3354.0,2024-02-28,29282
7,2024,MS-HAJ-005,18,1,163,49.0,7987.0,2024-06-22,6121
6,2025,MS-BER-005,5,1,180,49.0,8820.0,2024-08-27,24934
1,2025,MS-NUE-005,2,4,201,49.0,9849.0,2025-08-03,26697
11,2024,MS-BER-005,19,5,23,39.0,897.0,2024-01-21,3868
10,2025,MS-LEJ-003,10,5,104,39.0,4056.0,2025-04-05,7298
11,2024,MS-HAJ-001,20,3,93,63.0,5859.0,2025-10-13,66241
3,2025,MS-DRS-002,18,3,62,63.0,3906.0,2024-05-27,63642
7,2024,MS-STR-004,6,3,194,63.0,12222.0,2024-01-22,95271
3,2025,MS-BER-006,15,4,186,49.0,9114.0,2025-07-08,47529
3,2025,MS-ESS-003,7,4,112,49.0,5488.0,2025-03-03,66326
8,2025,MS-LEJ-003,15,3,91,63.0,5733.0,2024-11-29,3198
3,2025,MS-HAJ-006,7,2,60,58.0,3480.0,2025-12-30,28350
12,2024,MS-DUI-006,12,4,145,49.0,7105.0,2025-02-22,74636
4,2025,MS-LEJ-004,5,4,32,49.0,1568.0,2025-07-09,3880
5,2025,MS-DUI-006,14,1,56,49.0,2744.0,2024-08-10,56953
11,2024,MS-LEJ-003,17,4,51,49.0,2499.0,2025-03-29,25539
7,2024,MS-NUE-005,6,3,195,63.0,12285.0,2025-11-27,16402
11,2024,MS-LEJ-005,19,2,43,58.0,2494.0,2025-02-25,56813
4,2025,MS-MUC-003,16,3,161,63.0,10143.0,2025-09-19,10550
11,2024,MS-HAM-006,3,1,10,49.0,490.0,2024-01-09,22481
2,2025,MS-DTM-003,12,2,195,58.0,11310.0,2024-06-03,49272
2,2025,MS-ESS-004,20,3,154,63.0,9702.0,2025-04-02,66927
12,2025,MS-FRA-001,10,3,30,63.0,1890.0,2025-07-29,28775
3,2024,MS-LEJ-007,4,5,238,39.0,9282.0,2025-09-25,95561
9,2024,MS-NUE-003,16,3,181,63.0,11403.0,2024-09-12,26606
8,2024,MS-HAM-006,2,2,230,58.0,13340.0,2025-01-25,66459
8,2025,MS-CGN-003,1,5,181,39.0,7059.0,2025-01-06,66850
8,2024,MS-BER-003,16,5,93,39.0,3627.0,2024-12-13,22897
2,2025,MS-FRA-001,5,5,81,39.0,3159.0,2025-11-24,84133
2,2024,MS-FRA-004,11,3,187,63.0,11781.0,2024-03-26,74229
1,2025,MS-DUI-006,19,4,48,49.0,2352.0,2025-01-08,36652
9,2024,MS-DUS-002,17,1,130,49.0,6370.0,2024-11-22,28089
11,2024,MS-STR-002,10,3,119,63.0,7497.0,2025-03-19,56953
5,2024,MS-DRS-002,3,3,146,63.0,9198.0,2024-02-02,28435
12,2024,MS-NUE-006,1,3,102,63.0,6426.0,2024-07-23,66712
7,2025,MS-BER-005,9,4,90,49.0,4410.0,2025-01-10,12879
7,2025,MS-ESS-001,5,3,189,63.0,11907.0,2024-09-24,15646
8,2024,MS-DUS-003,9,1,238,49.0,11662.0,2025-04-05,3662
11,2024,MS-DTM-003,17,1,10,49.0,490.0,2024-05-11,9849
4,2024,MS-HAM-003,6,3,21,63.0,1323.0,2024-06-06,16726
2,2024,MS-HAM-003,1,1,193,49.0,9457.0,2024-12-15,19759
3,2024,MS-DUI-001,15,3,206,63.0,12978.0,2025-11-11,27510
1,2024,MS-MUC-004,7,1,52,49.0,2548.0,2024-04-03,6384
1,2024,MS-BRE-002,8,2,17,58.0,986.0,2024-03-22,89206
11,2025,MS-HAJ-006,7,4,214,49.0,10486.0,2024-07-21,6418
10,2025,MS-FRA-002,16,3,192,63.0,12096.0,2025-11-23,19048
8,2024,MS-FRA-002,17,1,25,49.0,1225.0,2024-06-29,47269
3,2025,MS-NUE-002,19,2,184,58.0,10672.0,2024-05-06,6957
4,2024,MS-FRA-002,11,2,46,58.0,2668.0,2025-02-08,1084
10,2025,MS-LEJ-006,17,3,60,63.0,3780.0,2025-03-12,64997
12,2025,MS-STR-002,17,1,172,49.0,8428.0,2025-11-30,64997
3,2025,MS-HAM-002,2,1,131,49.0,6419.0,2024-12-18,9282
10,2024,MS-BRE-002,3,4,8,49.0,392.0,2025-11-21,22137
10,2025,MS-ESS-004,20,1,150,49.0,7350.0,2024-09-25,6541
8,2025,MS-ESS-003,16,3,132,63.0,8316.0,2024-11-03,9849
6,2025,MS-NUE-002,7,2,155,58.0,8990.0,2024-06-23,24283
7,2025,MS-DRS-003,15,3,241,63.0,15183.0,2025-02-16,66810
8,2025,MS-CGN-001,5,4,112,49.0,5488.0,2024-01-26,27286
7,2025,MS-CGN-001,13,3,8,63.0,504.0,2025-03-20,6489
3,2024,MS-DUI-002,6,2,29,58.0,1682.0,2024-01-17,95851
3,2025,MS-DUS-001,11,2,10,58.0,580.0,2025-05-24,95851
5,2024,MS-NUE-003,9,2,53,58.0,3074.0,2025-05-13,19525
7,2025,MS-BRE-002,6,4,175,49.0,8575.0,2024-03-02,88359
2,2024,MS-DTM-004,16,5,79,39.0,3081.0,2024-05-24,41210
4,2025,MS-LEJ-007,16,1,249,49.0,12201.0,2024-11-11,17698
6,2024,MS-DTM-002,20,4,161,49.0,7889.0,2024-05-04,18940
9,2024,MS-DUS-003,11,3,211,63.0,13293.0,2025-12-06,29690
10,2025,MS-DRS-004,3,1,119,49.0,5831.0,2025-01-13,92327
4,2024,MS-DTM-004,8,3,167,63.0,10521.0,2025-05-02,62291
10,2025,MS-DTM-005,7,2,87,58.0,5046.0,2025-10-09,15248
12,2024,MS-DUI-002,20,2,213,58.0,12354.0,2024-09-12,12777
1,2025,MS-DTM-003,17,1,103,49.0,5047.0,2024-05-31,19444
2,2025,MS-HAJ-006,16,4,159,49.0,7791.0,2024-09-29,22802
7,2025,MS-FRA-003,9,2,98,58.0,5684.0,2024-03-01,66459
4,2024,MS-BER-001,11,3,216,63.0,13608.0,2025-09-27,66113
5,2024,MS-DTM-003,16,3,159,63.0,10017.0,2025-07-03,51370
10,2024,MS-DUI-004,4,3,192,63.0,12096.0,2024-03-03,8590
9,2024,MS-HAJ-003,10,2,207,58.0,12006.0,2025-01-20,84773
5,2024,MS-STR-005,7,2,80,58.0,4640.0,2024-01-26,25568
2,2025,MS-LEJ-001,15,2,119,58.0,6902.0,2025-10-02,88180
10,2024,MS-BRE-003,11,1,244,49.0,11956.0,2024-10-07,66083
4,2025,MS-DUI-004,15,3,46,63.0,2898.0,2025-08-23,29690
1,2025,MS-MUC-002,2,3,146,63.0,9198.0,2025-05-03,89174
6,2024,MS-LEJ-002,18,1,165,49.0,8085.0,2025-03-20,2465
7,2025,MS-FRA-001,11,5,219,39.0,8541.0,2024-02-05,5676
6,2025,MS-NUE-005,19,1,231,49.0,11319.0,2025-06-07,20670
8,2024,MS-HAM-002,3,2,43,58.0,2494.0,2024-04-14,14203
12,2024,MS-STR-002,3,3,96,63.0,6048.0,2024-12-12,21775
6,2025,MS-HAM-002,16,4,144,49.0,7056.0,2024-03-04,10255
11,2025,MS-LEJ-004,5,5,215,39.0,8385.0,2024-04-01,46141
3,2025,MS-MUC-001,9,2,66,58.0,3828.0,2024-02-27,2465
1,2024,MS-FRA-007,16,1,15,49.0,735.0,2024-08-12,7778
3,2024,MS-MUC-004,17,3,87,63.0,5481.0,2025-01-31,7062
1,2025,MS-HAJ-004,10,4,11,49.0,539.0,2025-11-16,6383
9,2025,MS-HAM-002,2,2,155,58.0,8990.0,2024-02-06,46141
10,2024,MS-HAJ-001,1,3,184,63.0,11592.0,2024-03-23,17436
9,2025,MS-CGN-003,13,2,43,58.0,2494.0,2025-07-03,24934
5,2025,MS-NUE-004,12,5,104,39.0,4056.0,2024-06-12,40474
6,2025,MS-FRA-004,11,3,105,63.0,6615.0,2024-05-02,3880
8,2025,MS-BER-004,15,5,171,39.0,6669.0,2025-11-18,12879
4,2025,MS-FRA-002,4,1,104,49.0,5096.0,2024-04-19,7378
4,2024,MS-NUE-005,10,2,231,58.0,13398.0,2025-08-30,54935
8,2025,MS-BER-007,8,5,232,39.0,9048.0,2024-09-15,41293
5,2024,MS-BER-002,7,2,225,58.0,13050.0,2024-12-07,44806
12,2025,MS-LEJ-003,11,4,105,49.0,5145.0,2025-09-08,8963
8,2024,MS-DRS-005,18,5,78,39.0,3042.0,2025-11-14,36537
10,2024,MS-HAM-007,1,1,163,49.0,7987.0,2024-02-21,25367
1,2025,MS-DTM-001,15,4,191,49.0,9359.0,2025-08-04,28775
1,2024,MS-LEJ-001,7,2,113,58.0,6554.0,2025-01-16,20282
7,2025,MS-BER-003,10,1,235,49.0,11515.0,2024-05-02,55761
5,2024,MS-DRS-002,7,1,240,49.0,11760.0,2025-10-13,7211
8,2024,MS-FRA-001,1,1,27,49.0,1323.0,2024-08-28,66083
5,2025,MS-BER-003,19,4,21,49.0,1029.0,2025-12-09,28846
2,2024,MS-LEJ-004,13,1,14,49.0,686.0,2025-05-24,95271
7,2025,MS-FRA-001,1,5,234,39.0,9126.0,2024-02-15,1613
5,2024,MS-DUS-003,16,2,210,58.0,12180.0,2024-09-30,25539
4,2025,MS-STR-002,15,1,171,49.0,8379.0,2024-02-15,16402
9,2025,MS-HAJ-001,8,1,78,49.0,3822.0,2025-01-07,22137
8,2025,MS-DRS-004,18,2,100,58.0,5800.0,2025-11-05,88592
6,2024,MS-ESS-002,14,2,153,58.0,8874.0,2025-02-15,88592
6,2025,MS-DUS-004,5,4,177,49.0,8673.0,2025-07-09,96344
7,2025,MS-HAM-005,20,3,231,63.0,14553.0,2024-05-20,55682
11,2025,MS-DRS-003,15,5,225,39.0,8775.0,2025-11-27,28046
6,2024,MS-HAJ-003,5,5,92,39.0,3588.0,2025-07-07,17698
10,2024,MS-MUC-004,7,4,25,49.0,1225.0,2025-03-05,29282
9,2024,MS-HAM-007,19,1,70,49.0,3430.0,2025-07-17,3198
12,2024,MS-STR-001,11,4,34,49.0,1666.0,2024-11-29,6854
9,2025,MS-LEJ-004,17,4,61,49.0,2989.0,2025-08-13,76149
12,2025,MS-HAM-007,8,4,44,49.0,2156.0,2025-12-11,8963
