jahr,monat,tarifverbund_id,ticket_code,bundesland_code2,anteil
2024,2,7,5,10,0.3013
2024,2,7,5,12,0.1425
2024,2,7,5,15,0.3011
2024,2,7,5,9,0.2551
2025,8,19,4,6,0.1946
2025,8,19,4,16,0.0337
2025,8,19,4,2,0.0068
2025,8,19,4,9,0.0738
2025,8,19,4,13,0.2254
2025,8,19,4,14,0.2227
2025,8,19,4,3,0.0703
2025,8,19,4,15,0.1727
2024,10,4,5,9,0.2051
2024,10,4,5,3,0.1646
2024,10,4,5,13,0.0718
2024,10,4,5,4,0.1525
2024,10,4,5,2,0.0621
2024,10,4,5,15,0.0624
2024,10,4,5,11,0.1849
2024,10,4,5,1,0.0966
2025,9,16,5,16,0.3093
2025,9,16,5,3,0.1783
2025,9,16,5,9,0.0499
2025,9,16,5,10,0.0701
2025,9,16,5,8,0.0117
2025,9,16,5,11,0.2774
2025,9,16,5,6,0.0054
2025,9,16,5,15,0.0979
2025,11,5,4,8,0.0472
2025,11,5,4,12,0.2551
2025,11,5,4,11,0.1174
2025,11,5,4,4,0.1649
2025,11,5,4,13,0.1838
2025,11,5,4,2,0.2316
2024,3,20,5,14,0.2387
2024,3,20,5,7,0.3237
2024,3,20,5,13,0.2828
2024,3,20,5,1,0.1548
2024,3,12,5,2,0.1249
2024,3,12,5,9,0.2285
2024,3,12,5,16,0.0091
2024,3,12,5,8,0.09
2024,3,12,5,13,0.1777
2024,3,12,5,1,0.2236
2024,3,12,5,4,0.0441
2024,3,12,5,15,0.1021
2025,2,7,2,10,0.2843
2025,2,7,2,8,0.0253
2025,2,7,2,3,0.2397
2025,2,7,2,7,0.0659
2025,2,7,2,5,0.3848
2025,8,20,1,3,0.3335
2025,8,20,1,12,0.2475
2025,8,20,1,9,0.0481
2025,8,20,1,2,0.147
2025,8,20,1,16,0.1603
2025,8,20,1,10,0.0636
2024,1,11,4,7,0.2684
2024,1,11,4,15,0.0462
2024,1,11,4,8,0.0427
2024,1,11,4,2,0.1679
2024,1,11,4,5,0.1356
2024,1,11,4,6,0.1957
2024,1,11,4,3,0.1435
2025,1,15,4,6,0.1592
2025,1,15,4,7,0.1856
2025,1,15,4,9,0.0422
2025,1,15,4,15,0.2444
2025,1,15,4,1,0.0503
2025,1,15,4,3,0.2003
2025,1,15,4,16,0.118
2025,11,14,2,15,0.3404
2025,11,14,2,5,0.3638
2025,11,14,2,11,0.0013
2025,11,14,2,3,0.2899
2025,11,14,2,2,0.0046
2025,9,2,3,16,0.0993
2025,9,2,3,9,0.2462
2025,9,2,3,13,0.1989
2025,9,2,3,1,0.1715
2025,9,2,3,10,0.0332
2025,9,2,3,8,0.2509
2025,10,14,4,9,0.647
2025,10,14,4,10,0.1638
2025,10,14,4,11,0.1458
2025,10,14,4,16,0.0434
2025,7,5,3,2,0.3383
2025,7,5,3,3,0.353
2025,7,5,3,14,0.1937
2025,7,5,3,1,0.0513
2025,7,5,3,11,0.0637
2024,10,16,1,6,0.2648
2024,10,16,1,11,0.2805
2024,10,16,1,5,0.2294
2024,10,16,1,10,0.2253
2024,7,4,1,12,0.1767
2024,7,4,1,15,0.1817
2024,7,4,1,1,0.0324
2024,7,4,1,2,0.2049
2024,7,4,1,5,0.2639
2024,7,4,1,6,0.1404
2024,10,2,2,4,0.2834
2024,10,2,2,12,0.3561
2024,10,2,2,14,0.1806
2024,10,2,2,5,0.1799
2024,1,5,3,4,0.6137
2024,1,5,3,10,0.3314
2024,1,5,3,12,0.0549
2024,12,1,2,10,0.1787
2024,12,1,2,7,0.1184
2024,12,1,2,16,0.0957
2024,12,1,2,6,0.1405
2024,12,1,2,5,0.0959
2024,12,1,2,9,0.1557
2024,12,1,2,14,0.1703
2024,12,1,2,13,0.0448
2025,12,3,3,7,0.1844
2025,12,3,3,1,0.0348
2025,12,3,3,2,0.2502
2025,12,3,3,15,0.2359
2025,12,3,3,8,0.2947
2024,5,13,1,2,0.0054
2024,5,13,1,6,0.0959
2024,5,13,1,15,0.1342
2024,5,13,1,9,0.3765
2024,5,13,1,11,0.1466
2024,5,13,1,4,0.2414
2024,11,2,4,1,0.1343
2024,11,2,4,2,0.1928
2024,11,2,4,11,0.3253
2024,11,2,4,6,0.2819
2024,11,2,4,13,0.0657
2024,8,3,5,16,0.2028
2024,8,3,5,15,0.1513
2024,8,3,5,8,0.197
2024,8,3,5,13,0.2802
2024,8,3,5,1,0.1687
2025,10,8,5,15,0.0236
2025,10,8,5,13,0.2194
2025,10,8,5,14,0.2378
2025,10,8,5,7,0.2855
2025,10,8,5,12,0.2337
2024,6,16,4,7,0.1623
2024,6,16,4,10,0.4483
2024,6,16,4,11,0.3894
2024,9,3,3,5,0.019
2024,9,3,3,16,0.5993
2024,9,3,3,14,0.3817
2024,7,8,4,13,0.328
2024,7,8,4,3,0.2851
2024,7,8,4,10,0.2676
2024,7,8,4,2,0.1193
2025,2,9,1,9,0.4189
2025,2,9,1,7,0.2003
2025,2,9,1,2,0.3808
2025,5,12,5,7,0.3087
2025,5,12,5,9,0.0308
2025,5,12,5,5,0.1667
2025,5,12,5,3,0.0764
2025,5,12,5,2,0.4174
2025,1,13,3,5,0.1033
2025,1,13,3,4,0.109
2025,1,13,3,6,0.2562
2025,1,13,3,8,0.0327
2025,1,13,3,12,0.327
2025,1,13,3,9,0.1718
2025,5,14,1,7,0.2308
2025,5,14,1,12,0.515
2025,5,14,1,1,0.069
2025,5,14,1,8,0.1852
2025,5,10,2,3,0.5057
2025,5,10,2,6,0.0586
2025,5,10,2,8,0.4357
2025,6,15,5,10,0.0666
2025,6,15,5,1,0.0953
2025,6,15,5,16,0.177
2025,6,15,5,13,0.2569
2025,6,15,5,5,0.2231
2025,6,15,5,11,0.0906
2025,6,15,5,4,0.0524
2025,6,15,5,6,0.0381
2025,10,11,3,4,0.0591
2025,10,11,3,16,0.2938
2025,10,11,3,9,0.1182
2025,10,11,3,6,0.1021
2025,10,11,3,14,0.0297
2025,10,11,3,13,0.2558
2025,10,11,3,5,0.1413
2024,8,8,4,2,0.0543
2024,8,8,4,3,0.0275
2024,8,8,4,1,0.2182
2024,8,8,4,8,0.0916
2024,8,8,4,11,0.3051
2024,8,8,4,14,0.3033
2025,11,20,3,15,0.1953
2025,11,20,3,10,0.1517
2025,11,20,3,6,0.0935
2025,11,20,3,5,0.0264
2025,11,20,3,14,0.1631
2025,11,20,3,4,0.1846
2025,11,20,3,9,0.094
2025,11,20,3,2,0.0914
2024,8,14,3,15,0.0894
2024,8,14,3,8,0.1595
2024,8,14,3,4,0.1516
2024,8,14,3,14,0.1798
2024,8,14,3,3,0.2011
2024,8,14,3,10,0.1033
2024,8,14,3,5,0.0069
2024,8,14,3,6,0.1084
2025,1,11,4,16,0.3174
2025,1,11,4,8,0.2497
2025,1,11,4,14,0.0526
2025,1,11,4,3,0.0425
2025,1,11,4,5,0.3378
2024,8,7,5,11,0.0851
2024,8,7,5,9,0.3622
2024,8,7,5,16,0.5527
2024,8,6,3,14,0.0928
2024,8,6,3,4,0.0824
2024,8,6,3,10,0.1968
2024,8,6,3,15,0.1429
2024,8,6,3,9,0.1896
2024,8,6,3,3,0.1052
2024,8,6,3,8,0.1903
2025,10,9,4,8,0.0499
2025,10,9,4,3,0.26
2025,10,9,4,11,0.1419
2025,10,9,4,14,0.0426
2025,10,9,4,2,0.1942
2025,10,9,4,10,0.1344
2025,10,9,4,16,0.177
2024,5,15,1,4,0.201
2024,5,15,1,11,0.0192
2024,5,15,1,14,0.0678
2024,5,15,1,10,0.0433
2024,5,15,1,7,0.181
2024,5,15,1,6,0.2353
2024,5,15,1,8,0.2524
2024,11,20,3,5,0.2114
2024,11,20,3,8,0.3132
2024,11,20,3,9,0.106
2024,11,20,3,16,0.3694
2025,7,20,3,10,0.2051
2025,7,20,3,16,0.2092
2025,7,20,3,13,0.1603
2025,7,20,3,11,0.2043
2025,7,20,3,5,0.2211
2024,6,19,2,1,0.0993
2024,6,19,2,10,0.1477
2024,6,19,2,9,0.0143
2024,6,19,2,7,0.1893
2024,6,19,2,3,0.2209
2024,6,19,2,5,0.0967
2024,6,19,2,16,0.2318
2024,5,7,4,8,0.3063
2024,5,7,4,7,0.3244
2024,5,7,4,12,0.3693
2025,12,1,1,13,0.1599
2025,12,1,1,7,0.0635
2025,12,1,1,9,0.1297
2025,12,1,1,4,0.3117
2025,12,1,1,11,0.2832
2025,12,1,1,3,0.052
2024,2,1,2,5,0.1275
2024,2,1,2,3,0.1889
2024,2,1,2,1,0.0263
2024,2,1,2,2,0.0266
2024,2,1,2,11,0.1562
2024,2,1,2,14,0.1667
2024,2,1,2,15,0.1731
2024,2,1,2,8,0.1347
2025,10,15,5,6,0.1693
2025,10,15,5,8,0.0994
2025,10,15,5,9,0.187
2025,10,15,5,7,0.0033
2025,10,15,5,14,0.2193
2025,10,15,5,15,0.3217
2024,6,2,2,9,0.146
2024,6,2,2,7,0.0234
2024,6,2,2,16,0.0997
2024,6,2,2,10,0.1429
2024,6,2,2,6,0.0294
2024,6,2,2,1,0.1514
2024,6,2,2,11,0.2036
2024,6,2,2,8,0.2036
2025,11,15,1,15,0.0378
2025,11,15,1,9,0.2018
2025,11,15,1,2,0.3168
2025,11,15,1,16,0.4102
2025,11,15,1,10,0.0334
2025,9,2,2,10,0.1215
2025,9,2,2,16,0.1112
2025,9,2,2,1,0.1739
2025,9,2,2,6,0.0998
2025,9,2,2,9,0.2276
2025,9,2,2,14,0.1891
2025,9,2,2,8,0.0685
2025,9,2,2,15,0.0084
2024,1,2,1,10,0.1726
2024,1,2,1,12,0.1711
2024,1,2,1,13,0.196
2024,1,2,1,16,0.0871
2024,1,2,1,5,0.2202
2024,1,2,1,1,0.0082
2024,1,2,1,8,0.1448
2024,3,3,4,3,0.1801
2024,3,3,4,14,0.4398
2024,3,3,4,13,0.1966
2024,3,3,4,5,0.1835
2024,6,4,4,4,0.1862
2024,6,4,4,10,0.0601
2024,6,4,4,3,0.1613
2024,6,4,4,15,0.1116
2024,6,4,4,12,0.184
2024,6,4,4,14,0.1985
2024,6,4,4,8,0.0789
2024,6,4,4,6,0.0194
2025,2,15,4,5,0.4069
2025,2,15,4,14,0.3155
2025,2,15,4,8,0.0974
2025,2,15,4,13,0.1802
2024,3,2,5,6,0.0122
2024,3,2,5,4,0.109
2024,3,2,5,10,0.1119
2024,3,2,5,12,0.1119
2024,3,2,5,16,0.2228
2024,3,2,5,1,0.2167
2024,3,2,5,5,0.0549
2024,3,2,5,2,0.1606
2024,8,13,4,16,0.0884
2024,8,13,4,5,0.2438
2024,8,13,4,3,0.1168
2024,8,13,4,9,0.0965
2024,8,13,4,7,0.1622
2024,8,13,4,1,0.2923
2025,6,17,3,12,0.3976
2025,6,17,3,14,0.4248
2025,6,17,3,7,0.1776
2024,1,7,1,9,0.2218
2024,1,7,1,13,0.175
2024,1,7,1,2,0.2563
2024,1,7,1,5,0.0918
2024,1,7,1,11,0.2551
2024,10,12,1,11,0.7826
2024,10,12,1,16,0.0264
2024,10,12,1,12,0.0212
2024,10,12,1,3,0.1698
2025,11,17,4,4,0.1255
2025,11,17,4,9,0.1619
2025,11,17,4,2,0.1103
2025,11,17,4,11,0.0135
2025,11,17,4,8,0.0525
2025,11,17,4,6,0.5363
2024,4,19,1,7,0.1117
2024,4,19,1,10,0.227
2024,4,19,1,11,0.1925
2024,4,19,1,2,0.2387
2024,4,19,1,12,0.0549
2024,4,19,1,13,0.0329
2024,4,19,1,14,0.0548
2024,4,19,1,3,0.0875
2025,5,9,5,3,0.0537
2025,5,9,5,11,0.0246
2025,5,9,5,8,0.2583
2025,5,9,5,5,0.1272
2025,5,9,5,7,0.1106
2025,5,9,5,15,0.02
2025,5,9,5,6,0.3176
2025,5,9,5,13,0.088
2025,5,10,1,3,0.264
2025,5,10,1,8,0.0443
2025,5,10,1,4,0.221
2025,5,10,1,10,0.1763
2025,5,10,1,7,0.251
2025,5,10,1,16,0.0434
2025,11,14,4,9,0.2719
2025,11,14,4,2,0.2906
2025,11,14,4,1,0.007
2025,11,14,4,15,0.1861
2025,11,14,4,13,0.2441
2025,11,14,4,10,0.0003
2025,3,20,1,13,0.3212
2025,3,20,1,5,0.4151
2025,3,20,1,3,0.2637
2024,12,8,2,16,0.0607
2024,12,8,2,8,0.1031
2024,12,8,2,7,0.1849
2024,12,8,2,14,0.2092
2024,12,8,2,12,0.0325
2024,12,8,2,2,0.1436
2024,12,8,2,9,0.266
2025,5,5,4,10,0.0427
2025,5,5,4,7,0.2514
2025,5,5,4,1,0.4519
2025,5,5,4,11,0.0378
2025,5,5,4,13,0.2162
2025,1,4,3,7,0.308
2025,1,4,3,3,0.1393
2025,1,4,3,9,0.1818
2025,1,4,3,1,0.0498
2025,1,4,3,16,0.3211
2025,6,1,2,3,0.0635
2025,6,1,2,15,0.0879
2025,6,1,2,11,0.3275
2025,6,1,2,8,0.2698
2025,6,1,2,12,0.2226
2025,6,1,2,4,0.0287
2024,12,8,5,10,0.1063
2024,12,8,5,8,0.1058
2024,12,8,5,9,0.2259
2024,12,8,5,13,0.127
2024,12,8,5,15,0.0663
2024,12,8,5,1,0.2048
2024,12,8,5,11,0.1639
2025,8,16,4,5,0.2081
2025,8,16,4,12,0.1499
2025,8,16,4,10,0.2921
2025,8,16,4,4,0.0146
2025,8,16,4,2,0.2231
2025,8,16,4,1,0.0415
2025,8,16,4,3,0.0548
2025,8,16,4,8,0.0159
2025,5,3,2,4,0.029
2025,5,3,2,8,0.3705
2025,5,3,2,10,0.0518
2025,5,3,2,3,0.2697
2025,5,3,2,14,0.279
2024,4,15,5,7,0.3283
2024,4,15,5,16,0.3973
2024,4,15,5,6,0.2744
2024,2,17,5,4,0.1872
2024,2,17,5,11,0.5613
2024,2,17,5,10,0.1241
2024,2,17,5,9,0.0265
2024,2,17,5,3,0.1009
2024,3,9,4,4,0.5848
2024,3,9,4,5,0.1297
2024,3,9,4,3,0.2855
2025,2,11,2,15,0.069
2025,2,11,2,4,0.4093
2025,2,11,2,10,0.3271
2025,2,11,2,1,0.1946
2025,12,9,5,1,0.0069
2025,12,9,5,15,0.1936
2025,12,9,5,8,0.0962
2025,12,9,5,2,0.7033
2025,8,13,2,14,0.2799
2025,8,13,2,12,0.0833
2025,8,13,2,13,0.2587
2025,8,13,2,16,0.2115
2025,8,13,2,8,0.1666
2025,3,19,2,2,0.1748
2025,3,19,2,10,0.3323
2025,3,19,2,3,0.2193
2025,3,19,2,12,0.2736
2024,7,19,2,14,0.0629
2024,7,19,2,1,0.2841
2024,7,19,2,9,0.0513
2024,7,19,2,4,0.1939
2024,7,19,2,13,0.4078
2025,1,10,1,8,0.0194
2025,1,10,1,16,0.0413
2025,1,10,1,13,0.0547
2025,1,10,1,11,0.3094
2025,1,10,1,14,0.3342
2025,1,10,1,4,0.1824
2025,1,10,1,5,0.0586
2025,1,11,5,2,0.2704
2025,1,11,5,11,0.4124
2025,1,11,5,6,0.3172
2025,10,3,4,2,0.1088
2025,10,3,4,16,0.02
2025,10,3,4,12,0.3544
2025,10,3,4,1,0.0488
2025,10,3,4,9,0.1619
2025,10,3,4,3,0.3061
2025,9,9,5,11,0.2287
2025,9,9,5,7,0.0957
2025,9,9,5,4,0.0288
2025,9,9,5,12,0.2165
2025,9,9,5,16,0.2553
2025,9,9,5,6,0.1102
2025,9,9,5,14,0.0648
2025,12,6,5,16,0.1375
2025,12,6,5,1,0.1172
2025,12,6,5,7,0.0413
2025,12,6,5,3,0.2177
2025,12,6,5,4,0.1912
2025,12,6,5,10,0.2951
2024,2,20,2,11,0.3988
2024,2,20,2,3,0.1968
2024,2,20,2,1,0.0779
2024,2,20,2,12,0.3265
2025,9,1,3,6,0.0398
2025,9,1,3,13,0.2016
2025,9,1,3,16,0.2418
2025,9,1,3,4,0.2298
2025,9,1,3,5,0.1467
2025,9,1,3,10,0.1403
2024,5,9,5,3,0.1679
2024,5,9,5,7,0.3417
2024,5,9,5,14,0.2031
2024,5,9,5,9,0.2873
2024,10,15,2,1,0.0892
2024,10,15,2,12,0.1563
2024,10,15,2,7,0.0801
2024,10,15,2,15,0.3338
2024,10,15,2,4,0.3406
2024,7,11,3,1,0.1418
2024,7,11,3,7,0.1313
2024,7,11,3,16,0.2697
2024,7,11,3,14,0.232
2024,7,11,3,8,0.0326
2024,7,11,3,9,0.1649
2024,7,11,3,13,0.0277
2025,10,3,5,14,0.2246
2025,10,3,5,4,0.1497
2025,10,3,5,3,0.6257
2025,5,11,5,16,0.1358
2025,5,11,5,11,0.3855
2025,5,11,5,5,0.4787
2025,11,1,4,1,0.1936
2025,11,1,4,8,0.0907
2025,11,1,4,15,0.1137
2025,11,1,4,13,0.1552
2025,11,1,4,3,0.2107
2025,11,1,4,7,0.0173
2025,11,1,4,12,0.2188
2025,2,6,5,2,0.2513
2025,2,6,5,5,0.2205
2025,2,6,5,7,0.2071
2025,2,6,5,13,0.0746
2025,2,6,5,15,0.2465
2025,3,9,2,11,0.049
2025,3,9,2,12,0.1616
2025,3,9,2,1,0.2737
2025,3,9,2,9,0.1616
2025,3,9,2,16,0.0775
2025,3,9,2,6,0.247
2025,3,9,2,14,0.0296
2024,8,15,5,7,0.1845
2024,8,15,5,3,0.1862
2024,8,15,5,6,0.0784
2024,8,15,5,4,0.2197
2024,8,15,5,9,0.1232
2024,8,15,5,2,0.1035
2024,8,15,5,8,0.0133
2024,8,15,5,13,0.0912
2025,10,7,2,16,0.1753
2025,10,7,2,9,0.1377
2025,10,7,2,15,0.0755
2025,10,7,2,2,0.1605
2025,10,7,2,8,0.2067
2025,10,7,2,14,0.2443
2025,11,14,1,7,0.133
2025,11,14,1,15,0.5948
2025,11,14,1,8,0.2722
2024,10,15,1,4,0.273
2024,10,15,1,3,0.3604
2024,10,15,1,5,0.3666
2024,9,14,4,1,0.3698
2024,9,14,4,5,0.0902
2024,9,14,4,7,0.2368
2024,9,14,4,11,0.3032
2024,10,15,3,1,0.0957
2024,10,15,3,5,0.0796
2024,10,15,3,4,0.1501
2024,10,15,3,2,0.0758
2024,10,15,3,16,0.1379
2024,10,15,3,14,0.1619
2024,10,15,3,9,0.1956
2024,10,15,3,6,0.1034
2025,1,14,1,5,0.313
2025,1,14,1,15,0.0899
2025,1,14,1,13,0.1475
2025,1,14,1,16,0.1143
2025,1,14,1,3,0.3353
2025,8,20,4,12,0.4132
2025,8,20,4,5,0.1074
2025,8,20,4,8,0.3576
2025,8,20,4,3,0.1218
2025,4,16,3,5,0.0553
2025,4,16,3,3,0.4252
2025,4,16,3,4,0.1698
2025,4,16,3,2,0.3497
2024,7,3,1,7,0.2972
2024,7,3,1,9,0.4366
2024,7,3,1,12,0.066
2024,7,3,1,1,0.2002
2024,4,1,4,10,0.2604
2024,4,1,4,2,0.215
2024,4,1,4,1,0.2651
2024,4,1,4,7,0.2595
2025,7,4,3,1,0.184
2025,7,4,3,12,0.3918
2025,7,4,3,9,0.2632
2025,7,4,3,14,0.161
2024,4,16,4,5,0.1889
2024,4,16,4,13,0.2324
2024,4,16,4,10,0.036
2024,4,16,4,12,0.1423
2024,4,16,4,8,0.0796
2024,4,16,4,6,0.1037
2024,4,16,4,2,0.2171
2024,12,18,3,12,0.0765
2024,12,18,3,2,0.2065
2024,12,18,3,6,0.3065
2024,12,18,3,1,0.3009
2024,12,18,3,10,0.0768
2024,12,18,3,11,0.0328
2025,2,7,3,3,0.2045
2025,2,7,3,9,0.1733
2025,2,7,3,7,0.019
2025,2,7,3,4,0.2259
2025,2,7,3,8,0.1347
2025,2,7,3,6,0.2426
2024,2,2,4,12,0.1014
2024,2,2,4,7,0.2823
2024,2,2,4,6,0.2525
2024,2,2,4,1,0.0253
2024,2,2,4,5,0.2102
2024,2,2,4,14,0.1283
2024,2,5,1,15,0.241
2024,2,5,1,5,0.137
2024,2,5,1,3,0.2764
2024,2,5,1,13,0.1978
2024,2,5,1,12,0.0475
2024,2,5,1,7,0.1003
2024,11,7,2,11,0.1051
2024,11,7,2,2,0.2347
2024,11,7,2,10,0.1064
2024,11,7,2,13,0.1426
2024,11,7,2,7,0.1823
2024,11,7,2,15,0.1938
2024,11,7,2,1,0.0351
2024,2,2,3,13,0.0211
2024,2,2,3,5,0.4117
2024,2,2,3,9,0.4158
2024,2,2,3,8,0.1514
2025,4,17,5,15,0.1059
2025,4,17,5,4,0.226
2025,4,17,5,1,0.2246
2025,4,17,5,13,0.0438
2025,4,17,5,14,0.2349
2025,4,17,5,3,0.1015
2025,4,17,5,5,0.0633
2024,10,6,3,8,0.1307
2024,10,6,3,1,0.1272
2024,10,6,3,2,0.1953
2024,10,6,3,13,0.1413
2024,10,6,3,5,0.1071
2024,10,6,3,16,0.1562
2024,10,6,3,14,0.0269
2024,10,6,3,6,0.1153
2024,8,13,3,1,0.1031
2024,8,13,3,14,0.2832
2024,8,13,3,5,0.0437
2024,8,13,3,3,0.0527
2024,8,13,3,10,0.0879
2024,8,13,3,16,0.1353
2024,8,13,3,13,0.2941
2024,3,17,2,2,0.3753
2024,3,17,2,5,0.206
2024,3,17,2,15,0.3073
2024,3,17,2,9,0.0735
2024,3,17,2,11,0.0379
2024,5,18,5,11,0.3752
2024,5,18,5,14,0.1273
2024,5,18,5,6,0.3274
2024,5,18,5,16,0.1701
2025,12,19,1,12,0.1443
2025,12,19,1,14,0.1874
2025,12,19,1,3,0.1315
2025,12,19,1,1,0.352
2025,12,19,1,15,0.0396
2025,12,19,1,9,0.0597
2025,12,19,1,5,0.0855
2024,2,13,3,4,0.1901
2024,2,13,3,7,0.2139
2024,2,13,3,8,0.0283
2024,2,13,3,2,0.5677
2024,4,4,1,12,0.2271
2024,4,4,1,3,0.0092
2024,4,4,1,14,0.2605
2024,4,4,1,8,0.0711
2024,4,4,1,10,0.274
2024,4,4,1,9,0.0455
2024,4,4,1,6,0.0725
2024,4,4,1,15,0.0401
2024,8,8,1,3,0.3275
2024,8,8,1,7,0.0325
2024,8,8,1,12,0.3236
2024,8,8,1,13,0.3164
2025,6,3,2,7,0.5806
2025,6,3,2,2,0.376
2025,6,3,2,1,0.0434
2024,5,5,3,9,0.7385
2024,5,5,3,1,0.0252
2024,5,5,3,2,0.2363
2025,5,3,1,7,0.2946
2025,5,3,1,10,0.5606
2025,5,3,1,4,0.1448
2025,10,11,5,9,0.1112
2025,10,11,5,10,0.0151
2025,10,11,5,6,0.1807
2025,10,11,5,14,0.1682
2025,10,11,5,3,0.1166
2025,10,11,5,16,0.1578
2025,10,11,5,15,0.2125
2025,10,11,5,4,0.0379
2024,3,20,2,1,0.1789
2024,3,20,2,12,0.0474
2024,3,20,2,2,0.1725
2024,3,20,2,4,0.0275
2024,3,20,2,9,0.2138
2024,3,20,2,8,0.2513
2024,3,20,2,6,0.1086
2024,8,7,1,8,0.0419
2024,8,7,1,7,0.0515
2024,8,7,1,2,0.2888
2024,8,7,1,13,0.267
2024,8,7,1,6,0.2111
2024,8,7,1,14,0.0154
2024,8,7,1,16,0.1243
2025,12,5,1,13,0.3179
2025,12,5,1,5,0.1652
2025,12,5,1,8,0.5169
2025,12,3,2,8,0.2211
2025,12,3,2,9,0.231
2025,12,3,2,7,0.2072
2025,12,3,2,5,0.2425
2025,12,3,2,14,0.0949
2025,12,3,2,4,0.0033
2024,3,1,4,16,0.0343
2024,3,1,4,11,0.0959
2024,3,1,4,2,0.1413
2024,3,1,4,7,0.0243
2024,3,1,4,8,0.2214
2024,3,1,4,9,0.234
2024,3,1,4,14,0.0155
2024,3,1,4,10,0.2333
2025,5,12,2,7,0.0867
2025,5,12,2,10,0.158
2025,5,12,2,14,0.1857
2025,5,12,2,16,0.2846
2025,5,12,2,2,0.285
2025,9,8,1,9,0.1524
2025,9,8,1,13,0.1931
2025,9,8,1,15,0.1295
2025,9,8,1,14,0.1552
2025,9,8,1,11,0.0893
2025,9,8,1,7,0.2459
2025,9,8,1,6,0.0346
2024,1,15,3,16,0.0139
2024,1,15,3,8,0.3476
2024,1,15,3,4,0.3912
2024,1,15,3,11,0.2347
2024,1,15,3,3,0.0126
2025,5,11,1,13,0.1611
2025,5,11,1,10,0.6564
2025,5,11,1,11,0.1017
2025,5,11,1,6,0.0808
2024,6,18,2,16,0.1405
2024,6,18,2,13,0.0751
2024,6,18,2,8,0.0986
2024,6,18,2,4,0.2466
2024,6,18,2,5,0.1568
2024,6,18,2,11,0.2733
2024,6,18,2,14,0.0091
2024,7,14,4,4,0.1575
2024,7,14,4,7,0.0113
2024,7,14,4,8,0.1907
2024,7,14,4,6,0.2948
2024,7,14,4,15,0.1038
2024,7,14,4,14,0.2419
2025,10,1,1,14,0.2256
2025,10,1,1,3,0.168
2025,10,1,1,5,0.1449
2025,10,1,1,12,0.1635
2025,10,1,1,7,0.1593
2025,10,1,1,8,0.1387
2025,7,9,4,6,0.2931
2025,7,9,4,9,0.1863
2025,7,9,4,1,0.1065
2025,7,9,4,7,0.2952
2025,7,9,4,5,0.0968
2025,7,9,4,8,0.0085
2025,7,9,4,10,0.0136
2025,2,6,3,12,0.2397
2025,2,6,3,13,0.1959
2025,2,6,3,16,0.1193
2025,2,6,3,10,0.1342
2025,2,6,3,1,0.3109
2025,9,6,2,12,0.2267
2025,9,6,2,1,0.2073
2025,9,6,2,11,0.3184
2025,9,6,2,4,0.0229
2025,9,6,2,13,0.1066
2025,9,6,2,16,0.1181
2024,1,1,4,11,0.4124
2024,1,1,4,1,0.2649
2024,1,1,4,8,0.3227
2024,11,9,1,9,0.3047
2024,11,9,1,1,0.1168
2024,11,9,1,12,0.1207
2024,11,9,1,8,0.177
2024,11,9,1,10,0.2499
2024,11,9,1,15,0.0309
2024,3,4,5,7,0.0792
2024,3,4,5,6,0.0949
2024,3,4,5,8,0.1082
2024,3,4,5,9,0.1844
2024,3,4,5,11,0.1713
2024,3,4,5,15,0.1829
2024,3,4,5,3,0.1166
2024,3,4,5,5,0.0625
2024,5,1,1,10,0.3371
2024,5,1,1,16,0.2616
2024,5,1,1,7,0.4013
2024,11,12,3,4,0.1235
2024,11,12,3,10,0.1005
2024,11,12,3,6,0.0222
2024,11,12,3,5,0.2383
2024,11,12,3,2,0.146
2024,11,12,3,15,0.0868
2024,11,12,3,9,0.192
2024,11,12,3,8,0.0907
2024,5,2,1,13,0.2458
2024,5,2,1,5,0.0582
2024,5,2,1,10,0.006
2024,5,2,1,9,0.2265
2024,5,2,1,8,0.2778
2024,5,2,1,11,0.1857
2025,2,11,5,15,0.2309
2025,2,11,5,5,0.2434
2025,2,11,5,11,0.2589
2025,2,11,5,9,0.2668
2025,7,10,3,2,0.1241
2025,7,10,3,9,0.1272
2025,7,10,3,4,0.1403
2025,7,10,3,6,0.0682
2025,7,10,3,8,0.1429
2025,7,10,3,3,0.1514
2025,7,10,3,14,0.1053
2025,7,10,3,11,0.1406
2024,6,5,3,10,0.3858
2024,6,5,3,11,0.2605
2024,6,5,3,3,0.0729
2024,6,5,3,5,0.1232
2024,6,5,3,15,0.1576
2025,10,17,2,15,0.5225
2025,10,17,2,8,0.0299
2025,10,17,2,9,0.1287
2025,10,17,2,7,0.1102
2025,10,17,2,13,0.2087
2024,9,15,3,6,0.237
2024,9,15,3,11,0.0097
2024,9,15,3,14,0.4191
2024,9,15,3,1,0.0409
2024,9,15,3,12,0.2933
2024,8,19,4,14,0.3437
2024,8,19,4,15,0.4532
2024,8,19,4,6,0.2031
2024,9,7,1,5,0.1475
2024,9,7,1,4,0.1288
2024,9,7,1,2,0.1721
2024,9,7,1,10,0.1166
2024,9,7,1,12,0.1102
2024,9,7,1,9,0.02
2024,9,7,1,14,0.1332
2024,9,7,1,11,0.1716
2025,6,19,3,11,0.2868
2025,6,19,3,14,0.2647
2025,6,19,3,10,0.3329
2025,6,19,3,12,0.0776
2025,6,19,3,7,0.038
